"Species","mean.all","sd.all","mean.adults","sd.adults"
"Sp1",-0.611836710053147,1.54595090016347,NA,NA
"Sp2",0.017874750710547,0.448167281131133,-0.0140564079435111,0.0371177070886017
"Sp3",0.120036345123254,0.15576108820987,0.200361961767128,0.405925282347524
