"RunTime","Sp1","Sp2","Sp3","log.lambda.Sp1","log.lambda.Sp2","log.lambda.Sp3"
1,15559.9428628218,14440.0571371782,649.2,NA,NA,NA
2,14897.4366001098,15102.5633998902,685.144309751309,-0.0435106887986463,0.0448584006699959,0.0538886516035285
3,8724.59006401422,14630.9132578326,1665.17010312518,-0.535043674972136,-0.0317278542727936,0.888053073991337
4,7476.66617961945,14135.6942147843,2234.83106935101,-0.154358488195856,-0.0344335336038709,0.294238358772746
5,8064.92730605899,13707.5502808112,2772.43959736394,0.0757377033069643,-0.0307563067050336,0.215562012636115
6,3405.93820817783,13132.2204622292,2751.68621289845,-0.86200425800271,-0.0428780087464848,-0.00751376156772521
7,28.693892509475,12653.2158837899,3662.7206437931,-4.77659142343654,-0.037157384739434,0.285992324473358
8,0,12172.4524957903,4263.71942911224,-Inf,-0.0387359964449133,0.151935668204202
9,23.9750761550508,11770.0234340962,3838.71884936661,Inf,-0.0336194942101848,-0.105003206817534
10,19.1985326469921,11359.7376754402,2070.20327310769,-0.222180945722965,-0.0354805911967339,-0.617491875929378
11,1.91985326469921,11794.2689758353,4468.24745904728,-2.30258509299405,0.037538412401226,0.76934946239481
12,92.2450566463962,12371.3782994074,5882.41349539892,3.87219993651255,0.0477718694696053,0.274970871676949
