LifeStage,Species,TimeStep,Cell1,Cell2,Cell3,Cell4
Juveniles,2,8,3330.85001626626,4103.81363608793,8465.10146663185,274.179065996747
Adults,2,8,4254.23534227748,3964.61015961002,3953.6069939028,0
ALL,2,8,92511.3042520451,88766.0315757982,92951.2504347232,2295.54208339569
Seeds,3,8,20525.8864878165,49802.7451377835,49049.6897734196,397919.183187415
Juveniles,3,8,8.10019201833742,22.9590702255221,36.6352698449736,38257.7537737756
Adults,3,8,0,0,0,4263.71942911224
ALL,3,8,20533.9866798349,49825.704208009,49086.3250432646,440440.656390303
Seeds,1,9,0,0,0,0
Juveniles,1,9,1317.37247247563,48.0321413662357,48.7695744037292,5.94537951861732
Adults,1,9,23.9750761550508,0,0,0
ALL,1,9,1341.34754863068,48.0321413662357,48.7695744037292,5.94537951861732
Seeds,2,9,83469.4278648011,76764.4348563319,76609.1838460514,1662.17852238992
Juveniles,2,9,8492.62188935014,8069.76077801003,8053.25419741885,202.136301739894
Adults,2,9,4247.71713825901,3766.37965162952,3755.92664420766,0
ALL,2,9,96209.7668924103,88600.5752859714,88418.3646876779,1864.31482412982
Seeds,3,9,23893.883680745,57974.645821525,57098.0251068995,398337.82147761
Juveniles,3,9,2052.58864878165,4980.27451377835,4904.96897734196,39791.9183187415
Adults,3,9,0,0,0,3838.71884936661
ALL,3,9,25946.4723295267,62954.9203353033,62002.9940842415,441968.458645718
Seeds,1,10,11007.2571512357,401.330787297472,407.49238186932,47.430257571385
Juveniles,1,10,0,0,0,0
Adults,1,10,19.1985326469921,0,0,0
ALL,1,10,11026.4556838827,401.330787297472,407.49238186932,47.430257571385
Seeds,2,10,83082.5981610267,73064.2761994927,72918.9074095549,1769.53010417348
Juveniles,2,10,8346.94278648011,7676.44348563319,7660.91838460514,166.217852238992
Adults,2,10,4213.54669439486,3578.06066904804,3568.13031199727,0
ALL,2,10,95643.0876419016,84318.780354174,84147.9561061573,1935.74795641247
Seeds,3,10,21512.1804318505,52195.8279386076,51406.5873431778,398183.039638255
Juveniles,3,10,2389.3883680745,5797.4645821525,5709.80251068995,39833.782147761
Adults,3,10,9.76057549196446,0,0,2060.44269761572
ALL,3,10,23911.3293754169,57993.2925207601,57116.3898538678,440077.264483632
Seeds,1,11,8814.28631989214,321.373837244324,326.307860134601,70.5062838508538
Juveniles,1,11,1100.72571512357,40.1330787297472,40.749238186932,4.7430257571385
Adults,1,11,1.91985326469921,0,0,0
ALL,1,11,9916.93188828042,361.506915974071,367.057098321533,75.2493096079923
Seeds,2,11,82201.30520591,69530.3918657873,69394.1235697925,3146.835462779
Juveniles,2,11,8308.25981610267,7306.42761994927,7291.89074095549,176.953010417348
Adults,2,11,4834.94603196735,3569.59914747056,3389.72379639741,0
ALL,2,11,95344.51105398,80406.4186332071,80075.7381071454,3323.78847319635
Seeds,3,11,15131.6826498821,28146.9611707787,27725.3409264701,396782.65825337
Juveniles,3,11,2151.21804318505,5219.58279386076,5140.65873431779,39818.3039638255
Adults,3,11,243.228034216153,95.7857695843343,0,4129.23365524679
ALL,3,11,17526.1287272833,33462.3297342238,32865.9996607878,440730.195872442
Seeds,1,12,881.428631989214,32.1373837244324,32.6307860134601,3.52667008737632
Juveniles,1,12,881.428631989214,32.1373837244324,32.6307860134601,7.05062838508538
Adults,1,12,89.4256596584275,2.81939698796869,0,0
ALL,1,12,1852.28292363686,67.0941644368334,65.2615720269201,10.5772984724617
Seeds,2,12,93486.0362214465,69741.0873155584,66537.8707493548,1586.84770261777
Juveniles,2,12,8220.130520591,6953.03918657873,6939.41235697925,314.6835462779
Adults,2,12,5211.04892162086,3940.09177120899,3220.23760657754,0
ALL,2,12,106917.215663658,80634.2182733461,76697.5207129116,1901.53124889567
Seeds,3,12,113758.17480322,94584.3837107609,59141.0490971975,398409.625627295
Juveniles,3,12,1513.16826498821,2814.69611707787,2772.53409264701,39678.265825337
Adults,3,12,292.419326816143,435.815021113731,0,5154.17914746905
ALL,3,12,115563.762395024,97834.8948489525,61913.5831898445,443242.070600101
