"Species","mean.all","sd.all","mean.adults","sd.adults"
"Sp1",-0.423582724973965,1.58242197927978,NA,NA
"Sp2",0.0297869129724366,0.474019220672647,-0.00797226436845107,0.0298821007333999
"Sp3",0.113287694127183,0.155251440357731,0.0387200311984449,0.393031644622595
