"RunTime","Sp1","Sp2","Sp3","log.lambda.Sp1","log.lambda.Sp2","log.lambda.Sp3"
1,1670630.04209749,218642.861106565,191874.496795943,NA,NA,NA
2,1488899.21091413,70359.8049575496,230985.886624049,-0.115163763696886,-1.13381747965771,0.185515116013553
3,1463507.54557934,74402.3866499145,246129.880640257,-0.0172010793184985,0.0558658721512947,0.0635027548978274
4,1260441.26182742,132952.636474149,391281.733715029,-0.149374115527149,0.580504928108988,0.463568480414516
5,1253326.4625833,109384.887797981,422277.757199365,-0.00566068071723049,-0.195120204745313,0.0762354428358817
6,1254648.32379311,100393.799063872,426519.420894198,0.0010541264923339,-0.0857723002778694,0.00999461146516791
7,1046196.56423461,154012.482861607,465111.655851496,-0.181694045323231,0.42793321363332,0.0866195954707722
8,30532.8766255615,289944.844924298,540585.509112541,-3.53411252166651,0.632657058304364,0.150375331415973
9,2703.23891727733,292801.252541188,577608.966554511,-2.42435337216407,0.00980334490670023,0.0662442829814811
10,19888.9010366095,287204.70008166,540262.717794438,1.99571118622568,-0.0192988576556111,-0.0668415755886463
11,80422.28234828,298627.528258666,715664.533687938,1.39712944213944,0.0390018697160474,0.281155993115443
12,15824.2904582809,303413.229511806,667144.144441304,-1.6257451511575,0.0158985982125954,-0.0702053976229576
