LifeStage,Species,TimeStep,Cell1,Cell2,Cell3,Cell4
Seeds,2,8,87901.0784242265,89515.7160431355,83794.8681615891,2509.74724041517
Juveniles,2,8,6886.3038154557,2922.23485128215,3188.84418813732,278.248044301293
Adults,2,8,4234.04514220851,4413.57491000991,4300.18410353704,0
ALL,2,8,99021.4273818907,96851.5258044275,91283.8964532634,2787.99528471646
Seeds,3,8,17639.3136175456,42798.9427409869,42151.7901928485,397214.023846043
Juveniles,3,8,15.6545188178726,23.5868187315329,18.703416966422,36830.4668507525
Adults,3,8,0,0,0,3893.02710984932
ALL,3,8,17654.9681363634,42822.5295597184,42170.4936098149,437937.517806645
Seeds,1,9,0,0,0,0
Juveniles,1,9,586.248823651981,633.429337524164,1415.64995783763,27.6228913542099
Adults,1,9,0,12.0056096661357,28.2822972432124,0
ALL,1,9,586.248823651981,645.434947190299,1443.93225508084,27.6228913542099
Seeds,2,9,83634.8866669633,85093.039967008,83085.9725895725,1967.04894137299
Juveniles,2,9,8790.10784242265,8951.57160431355,8379.48681615891,250.974724041517
Adults,2,9,4022.34288509808,4273.76712713103,4352.05337710517,0
ALL,2,9,96447.337394484,98318.3786984526,95817.5127828366,2218.02366541451
Seeds,3,9,21816.5239235956,52934.2682180432,52133.8618442582,398032.951058627
Juveniles,3,9,1763.93136175456,4279.89427409869,4215.17901928485,39721.4023846043
Adults,3,9,0,0,1.43144708638563,2709.52302315814
ALL,3,9,23580.4552853501,57214.1624921419,56350.4723106294,440463.876466389
Seeds,1,10,681.667968100538,5710.04296003241,13068.8554887857,270.230801947665
Juveniles,1,10,0,0,0,0
Adults,1,10,0,36.6595480469634,121.444269696243,0
ALL,1,10,681.667968100538,5746.70250807938,13190.2997584819,270.230801947665
Seeds,2,10,79688.7319153269,82398.3221114667,83855.4238267328,2770.8437128423
Juveniles,2,10,8363.48866669633,8509.3039967008,8308.59725895725,196.704894137299
Adults,2,10,3843.18578576092,4481.7263583559,4788.3715546829,0
ALL,2,10,91895.4063677841,95389.3524665233,96952.3926403729,2967.5486069796
Seeds,3,10,15203.6306941012,36849.948279958,36810.6047172831,396958.92548521
Juveniles,3,10,2181.65239235956,5293.42682180432,5213.38618442582,39803.2951058627
Adults,3,10,0,232.599734847907,360.486867005898,1354.76151157907
ALL,3,10,17385.2830864608,42375.9748366102,42384.4777687149,438116.982102652
Seeds,1,11,2677.79003442434,17681.5738619337,56013.3824049853,2060.64594327574
Juveniles,1,11,68.1667968100539,571.004296003241,1306.88554887857,27.0230801947665
Adults,1,11,0,3.66595480469634,12.1444269696243,0
ALL,1,11,2745.95683123439,18256.2441127416,57332.4123808335,2087.66902347051
Seeds,2,11,76834.481982801,86219.6857560789,91804.6574298928,5686.95140889741
Juveniles,2,11,7968.87319153269,8239.83221114667,8385.54238267328,277.08437128423
Adults,2,11,3651.02649647287,4340.0351553066,5219.35787258005,0
ALL,2,11,88454.3816708066,98799.5531225321,105409.557685146,5964.03578018164
Seeds,3,11,15608.5781481309,105872.688240232,151849.134555146,392252.402647827
Juveniles,3,11,1520.36306941012,3684.9948279958,3681.06047172831,39695.892548521
Adults,3,11,0,199.687463885436,622.35095927187,677.380755789535
ALL,3,11,17128.9412175411,109757.370532113,156152.545986146,432625.675952137
Seeds,1,12,267.779003442434,1768.15738619337,5601.33824049853,265.600036096047
Juveniles,1,12,267.779003442434,1768.15738619337,5601.33824049853,206.064594327574
Adults,1,12,0,21.2319639540215,56.8446036345856,0
ALL,1,12,535.558006884867,3557.54673634075,11259.5210846316,471.664630423621
Seeds,2,12,73503.7094770185,83609.6940070332,99549.1623754053,7468.41156932059
Juveniles,2,12,7683.4481982801,8621.96857560789,9180.46574298928,568.695140889741
Adults,2,12,3468.47517164923,4427.08799048889,5332.11126312366,0
ALL,2,12,84655.6328469478,96658.75057313,114061.739381518,8037.10671021034
Seeds,3,12,14932.4068602242,86041.3449988627,238773.54450781,259844.643284067
Juveniles,3,12,1560.85781481309,10587.2688240232,15184.9134555146,39225.2402647827
Adults,3,12,0,211.679725404269,443.554327907421,338.690377894768
ALL,3,12,16493.2646750373,96840.2935482902,254402.012291232,299408.573926744
