"ChangeStep","Species","A.Eigen","Is.Irreducible","Is.Ergodic","Max.Local.Eigen","Median.Local.Eigen","Min.Local.Eigen","Max.Seed.Export","Median.Seed.Export","Min.Seed.Export","Max.Seed.Import","Median.Seed.Import","Min.Seed.Import","Prop.Dispersing"
1,1,1.72814071263082,0,0,1.69549006834478,1.69549006834478,0.1,40.741,40.741,40.741,40.741,40.741,40.741,0.0815058812231984
1,2,1.10808609225105,0,0,1.1010337143227,1.1010337143227,0.95,1.62964,1.62964,1.62964,1.62964,1.62964,1.62964,0.0815058812231984
1,3,1.76133174750101,1,1,1.7278292812304,1.7278292812304,1.61889817504928,32.5928,32.5928,32.5928,32.5928,32.5928,32.5928,0.0815058812231984
2,1,1.66579779412199,0,0,1.64387148687976,1.598373157822,0.1,40.741,40.741,40.741,40.741,40.741,40.741,0.0815058812231984
2,2,1.09181727497766,0,0,1.08699474818838,1.08067628275976,0.95,1.62964,1.62964,1.62964,1.62964,1.62964,1.62964,0.0815058812231984
2,3,1.71628989956869,1,1,1.69509957992921,1.65977376714815,0.978115969171525,32.5928,32.5928,32.5928,32.5928,32.5928,32.5928,0.0815058812231984
3,1,1.5959275557586,0,0,1.59088989916023,1.50803952235856,0.1,40.741,40.741,40.741,40.741,40.741,40.741,0.0815058812231984
3,2,1.07752573475348,0,0,1.07613964071742,1.0641753097173,0.95,1.62964,1.62964,1.62964,1.62964,1.62964,1.62964,0.0815058812231984
3,3,1.66121237676681,1,1,1.65537591803515,1.58829015832016,1.15264497813051,32.5928,32.5928,32.5928,32.5928,32.5928,32.5928,0.0815058812231984
4,1,0.1,0,0,0.1,0.1,0.1,40.741,40.741,40.741,40.741,40.741,40.741,0.0815058812231984
4,2,0.95,0,0,0.95,0.95,0.95,1.62964,1.62964,1.62964,1.62964,1.62964,1.62964,0.0815058812231984
4,3,0.5,0,0,0.5,0.5,0.5,32.5928,32.5928,32.5928,32.5928,32.5928,32.5928,0.0815058812231984
5,1,1.55609756004252,0,0,1.54566312423831,1.46380653630313,0.1,40.741,40.741,40.741,40.741,40.741,40.741,0.0815058812231984
5,2,1.07277992103852,0,0,1.07037839482296,1.05790554907856,0.95,1.62964,1.62964,1.62964,1.62964,1.62964,1.62964,0.0815058812231984
5,3,1.63026866873615,1,1,1.61940079911169,1.55076238594868,1.22602898453121,32.5928,32.5928,32.5928,32.5928,32.5928,32.5928,0.0815058812231984
6,1,1.66237584451048,0,0,1.66040419270065,1.38358371336813,0.1,40.741,40.741,40.741,40.741,40.741,40.741,0.0815058812231984
6,2,1.09429428818513,0,0,1.09373493554331,1.05014168751656,0.95,1.62964,1.62964,1.62964,1.62964,1.62964,1.62964,0.0815058812231984
6,3,1.71081398335708,1,1,1.70869484125701,1.47941843289651,0.591202347949636,32.5928,32.5928,32.5928,32.5928,32.5928,32.5928,0.0815058812231984
7,1,0.1,0,0,0.1,0.0503628238309692,0.0468119586776392,40.741,40.741,40.741,40.741,40.741,40.741,0.0815058812231984
7,2,0.997775328270771,0,0,0.997326487825448,0.989764169379532,0.95,1.62964,1.62964,1.62964,1.62964,1.62964,1.62964,0.0815058812231984
7,3,0.5,0,0,0.5,0.0501701151420404,0.0469854478856021,32.5928,32.5928,32.5928,32.5928,32.5928,32.5928,0.0815058812231984
8,1,0.1,0,0,0.1,0.068980238005604,0.0606582475091749,40.741,40.741,40.741,40.741,40.741,40.741,0.0815058812231984
8,2,1.10047636057267,0,0,1.10020984843972,1.04654400713191,0.95,1.62964,1.62964,1.62964,1.62964,1.62964,1.62964,0.0815058812231984
8,3,1.35092777717155,1,1,1.35092765481756,0.0647032573205244,0.0578686478113736,32.5928,32.5928,32.5928,32.5928,32.5928,32.5928,0.0815058812231984
9,1,1.62390490139289,0,0,1.61941127462076,1.50761687955926,0.1,40.741,40.741,40.741,40.741,40.741,40.741,0.0815058812231984
9,2,1.08563244325178,0,0,1.08477825095463,1.06605495368932,0.95,1.62964,1.62964,1.62964,1.62964,1.62964,1.62964,0.0815058812231984
9,3,1.64061089334585,1,1,1.63581141519357,1.54330972156165,1.37404900122364,32.5928,32.5928,32.5928,32.5928,32.5928,32.5928,0.0815058812231984
10,1,1.68742321537129,0,0,1.68408699374932,1.34457462572525,0.1,40.741,40.741,40.741,40.741,40.741,40.741,0.0815058812231984
10,2,1.09851259828744,0,0,1.09735565826948,1.03215648518291,0.95,1.62964,1.62964,1.62964,1.62964,1.62964,1.62964,0.0815058812231984
10,3,1.72098610337191,1,1,1.71242578602279,1.62749320397505,1.03215035028219,32.5928,32.5928,32.5928,32.5928,32.5928,32.5928,0.0815058812231984
11,1,1.60481985303828,0,0,1.58127118025049,1.56825929778297,0.1,40.741,40.741,40.741,40.741,40.741,40.741,0.0815058812231984
11,2,1.07663926614824,0,0,1.07236610448532,1.06999397393636,0.95,1.62964,1.62964,1.62964,1.62964,1.62964,1.62964,0.0815058812231984
11,3,1.66729654089047,1,1,1.6458493181854,1.6341076325638,1.20817292075044,32.5928,32.5928,32.5928,32.5928,32.5928,32.5928,0.0815058812231984
12,1,1.52354525296712,0,0,1.50563331781882,1.3651974159898,0.1,40.741,40.741,40.741,40.741,40.741,40.741,0.0815058812231984
12,2,1.05992990563185,0,0,1.0581454929209,1.02765305795736,0.95,1.62964,1.62964,1.62964,1.62964,1.62964,1.62964,0.0815058812231984
12,3,1.59907395644571,0,0,1.58642229294021,1.43255050079224,0.5,32.5928,32.5928,32.5928,32.5928,32.5928,32.5928,0.0815058812231984
