"ChangeStep","Species","Cell","Dominant.EigenValue","Per.Capita.Seeds.Exported","Per.Capita.Seeds.Imported","Prop.seeds.exported"
3,3,1,1.58594727099204,32.5928,32.5928,0.0815058812231984
3,3,2,1.59063304564828,32.5928,32.5928,0.0815058812231984
3,3,3,1.65537591803515,32.5928,32.5928,0.0815058812231984
3,3,4,1.15264497813051,32.5928,32.5928,0.0815058812231984
4,1,1,0.1,40.741,40.741,0.0815058812231984
4,1,2,0.1,40.741,40.741,0.0815058812231984
4,1,3,0.1,40.741,40.741,0.0815058812231984
4,1,4,0.1,40.741,40.741,0.0815058812231984
4,2,1,0.95,1.62964,1.62964,0.0815058812231984
4,2,2,0.95,1.62964,1.62964,0.0815058812231984
4,2,3,0.95,1.62964,1.62964,0.0815058812231984
4,2,4,0.95,1.62964,1.62964,0.0815058812231984
4,3,1,0.5,32.5928,32.5928,0.0815058812231984
4,3,2,0.5,32.5928,32.5928,0.0815058812231984
4,3,3,0.5,32.5928,32.5928,0.0815058812231984
4,3,4,0.5,32.5928,32.5928,0.0815058812231984
5,1,1,1.54566312423831,40.741,40.741,0.0815058812231984
5,1,2,1.51454819025109,40.741,40.741,0.0815058812231984
5,1,3,1.41306488235517,40.741,40.741,0.0815058812231984
5,1,4,0.1,40.741,40.741,0.0815058812231984
5,2,1,1.07037839482296,1.62964,1.62964,0.0815058812231984
5,2,2,1.06560910873083,1.62964,1.62964,0.0815058812231984
5,2,3,1.05020198942628,1.62964,1.62964,0.0815058812231984
5,2,4,0.95,1.62964,1.62964,0.0815058812231984
5,3,1,1.61940079911169,32.5928,32.5928,0.0815058812231984
5,3,2,1.59349420947894,32.5928,32.5928,0.0815058812231984
5,3,3,1.50803056241842,32.5928,32.5928,0.0815058812231984
5,3,4,1.22602898453121,32.5928,32.5928,0.0815058812231984
6,1,1,1.66040419270065,40.741,40.741,0.0815058812231984
6,1,2,1.39325061675638,40.741,40.741,0.0815058812231984
6,1,3,1.37391680997988,40.741,40.741,0.0815058812231984
6,1,4,0.1,40.741,40.741,0.0815058812231984
6,2,1,1.09373493554331,1.62964,1.62964,0.0815058812231984
6,2,2,1.05157116369388,1.62964,1.62964,0.0815058812231984
6,2,3,1.04871221133925,1.62964,1.62964,0.0815058812231984
6,2,4,0.95,1.62964,1.62964,0.0815058812231984
6,3,1,1.70869484125701,32.5928,32.5928,0.0815058812231984
6,3,2,1.48745354695753,32.5928,32.5928,0.0815058812231984
6,3,3,1.4713833188355,32.5928,32.5928,0.0815058812231984
6,3,4,0.591202347949636,32.5928,32.5928,0.0815058812231984
7,1,1,0.0489415329492918,40.741,40.741,0.0815058812231984
7,1,2,0.0517841147126467,40.741,40.741,0.0815058812231984
7,1,3,0.0468119586776392,40.741,40.741,0.0815058812231984
7,1,4,0.1,40.741,40.741,0.0815058812231984
7,2,1,0.99174046866292,1.62964,1.62964,0.0815058812231984
7,2,2,0.997326487825448,1.62964,1.62964,0.0815058812231984
7,2,3,0.987787870096144,1.62964,1.62964,0.0815058812231984
7,2,4,0.95,1.62964,1.62964,0.0815058812231984
7,3,1,0.0488968287798666,32.5928,32.5928,0.0815058812231984
7,3,2,0.0514434015042142,32.5928,32.5928,0.0815058812231984
7,3,3,0.0469854478856021,32.5928,32.5928,0.0815058812231984
7,3,4,0.5,32.5928,32.5928,0.0815058812231984
8,1,1,0.0608818981023287,40.741,40.741,0.0815058812231984
8,1,2,0.0770785779088794,40.741,40.741,0.0815058812231984
8,1,3,0.0606582475091749,40.741,40.741,0.0815058812231984
8,1,4,0.1,40.741,40.741,0.0815058812231984
8,2,1,1.04689260308538,1.62964,1.62964,0.0815058812231984
8,2,2,1.10020984843972,1.62964,1.62964,0.0815058812231984
8,2,3,1.04619541117844,1.62964,1.62964,0.0815058812231984
8,2,4,0.95,1.62964,1.62964,0.0815058812231984
8,3,1,0.0580556405324635,32.5928,32.5928,0.0815058812231984
8,3,2,0.0713508741085853,32.5928,32.5928,0.0815058812231984
8,3,3,0.0578686478113736,32.5928,32.5928,0.0815058812231984
8,3,4,1.35092765481756,32.5928,32.5928,0.0815058812231984
9,1,1,1.53405359922827,40.741,40.741,0.0815058812231984
9,1,2,1.61941127462076,40.741,40.741,0.0815058812231984
9,1,3,1.48118015989024,40.741,40.741,0.0815058812231984
9,1,4,0.1,40.741,40.741,0.0815058812231984
9,2,1,1.06367317643597,1.62964,1.62964,0.0815058812231984
9,2,2,1.08477825095463,1.62964,1.62964,0.0815058812231984
9,2,3,1.06843673094267,1.62964,1.62964,0.0815058812231984
9,2,4,0.95,1.62964,1.62964,0.0815058812231984
9,3,1,1.54967650370797,32.5928,32.5928,0.0815058812231984
9,3,2,1.63581141519357,32.5928,32.5928,0.0815058812231984
9,3,3,1.53694293941533,32.5928,32.5928,0.0815058812231984
9,3,4,1.37404900122364,32.5928,32.5928,0.0815058812231984
10,1,1,1.02480673479418,40.741,40.741,0.0815058812231984
10,1,2,1.68408699374932,40.741,40.741,0.0815058812231984
10,1,3,1.66434251665632,40.741,40.741,0.0815058812231984
10,1,4,0.1,40.741,40.741,0.0815058812231984
10,2,1,0.96858327696471,1.62964,1.62964,0.0815058812231984
10,2,2,1.0957296934011,1.62964,1.62964,0.0815058812231984
10,2,3,1.09735565826948,1.62964,1.62964,0.0815058812231984
10,2,4,0.95,1.62964,1.62964,0.0815058812231984
10,3,1,1.03215035028219,32.5928,32.5928,0.0815058812231984
10,3,2,1.71242578602279,32.5928,32.5928,0.0815058812231984
10,3,3,1.70691709653077,32.5928,32.5928,0.0815058812231984
10,3,4,1.54806931141932,32.5928,32.5928,0.0815058812231984
11,1,1,1.576081400585,40.741,40.741,0.0815058812231984
11,1,2,1.58127118025049,40.741,40.741,0.0815058812231984
11,1,3,1.56043719498094,40.741,40.741,0.0815058812231984
11,1,4,0.1,40.741,40.741,0.0815058812231984
11,2,1,1.06951851134023,1.62964,1.62964,0.0815058812231984
11,2,2,1.07236610448532,1.62964,1.62964,0.0815058812231984
11,2,3,1.07046943653249,1.62964,1.62964,0.0815058812231984
11,2,4,0.95,1.62964,1.62964,0.0815058812231984
11,3,1,1.63658163520003,32.5928,32.5928,0.0815058812231984
11,3,2,1.6458493181854,32.5928,32.5928,0.0815058812231984
11,3,3,1.63163362992758,32.5928,32.5928,0.0815058812231984
11,3,4,1.20817292075044,32.5928,32.5928,0.0815058812231984
12,1,1,1.50563331781882,40.741,40.741,0.0815058812231984
12,1,2,1.22617753917773,40.741,40.741,0.0815058812231984
12,1,3,1.50421729280187,40.741,40.741,0.0815058812231984
12,1,4,0.1,40.741,40.741,0.0815058812231984
12,2,1,1.05376777081769,1.62964,1.62964,0.0815058812231984
12,2,2,1.00153834509704,1.62964,1.62964,0.0815058812231984
12,2,3,1.0581454929209,1.62964,1.62964,0.0815058812231984
12,2,4,0.95,1.62964,1.62964,0.0815058812231984
12,3,1,1.57578958355402,32.5928,32.5928,0.0815058812231984
12,3,2,1.28931141803047,32.5928,32.5928,0.0815058812231984
12,3,3,1.58642229294021,32.5928,32.5928,0.0815058812231984
12,3,4,0.5,32.5928,32.5928,0.0815058812231984
