"ChangeStep","Species","Cell","Dominant.EigenValue","Per.Capita.Seeds.Exported","Per.Capita.Seeds.Imported","Prop.seeds.exported"
1,1,1,1.69549006834478,40.741,40.741,0.0815058812231984
1,1,2,1.69549006834478,40.741,40.741,0.0815058812231984
1,1,3,1.69549006834478,40.741,40.741,0.0815058812231984
1,1,4,0.1,40.741,40.741,0.0815058812231984
1,2,1,1.1010337143227,1.62964,1.62964,0.0815058812231984
1,2,2,1.1010337143227,1.62964,1.62964,0.0815058812231984
1,2,3,1.1010337143227,1.62964,1.62964,0.0815058812231984
1,2,4,0.95,1.62964,1.62964,0.0815058812231984
1,3,1,1.7278292812304,32.5928,32.5928,0.0815058812231984
1,3,2,1.7278292812304,32.5928,32.5928,0.0815058812231984
1,3,3,1.7278292812304,32.5928,32.5928,0.0815058812231984
1,3,4,1.61889817504928,32.5928,32.5928,0.0815058812231984
2,1,1,1.58392210075482,40.741,40.741,0.0815058812231984
2,1,2,1.67999955562171,40.741,40.741,0.0815058812231984
2,1,3,1.68989651270401,40.741,40.741,0.0815058812231984
2,1,4,0.1,40.741,40.741,0.0815058812231984
2,2,1,1.08354274337201,1.62964,1.62964,0.0815058812231984
2,2,2,1.0941805318878,1.62964,1.62964,0.0815058812231984
2,2,3,1.09975737228147,1.62964,1.62964,0.0815058812231984
2,2,4,0.95,1.62964,1.62964,0.0815058812231984
2,3,1,1.64333442920254,32.5928,32.5928,0.0815058812231984
2,3,2,1.71081027538683,32.5928,32.5928,0.0815058812231984
2,3,3,1.72742160816048,32.5928,32.5928,0.0815058812231984
2,3,4,1.60006122925454,32.5928,32.5928,0.0815058812231984
3,1,1,1.59508509798958,40.741,40.741,0.0815058812231984
3,1,2,1.39713344241937,40.741,40.741,0.0815058812231984
3,1,3,1.59411706116,40.741,40.741,0.0815058812231984
3,1,4,0.1,40.741,40.741,0.0815058812231984
3,2,1,1.08631102501389,1.62964,1.62964,0.0815058812231984
3,2,2,1.03585820274218,1.62964,1.62964,0.0815058812231984
3,2,3,1.08104076041131,1.62964,1.62964,0.0815058812231984
3,2,4,0.95,1.62964,1.62964,0.0815058812231984
