"Species","mean.all","sd.all","mean.adults","sd.adults"
"Sp1",-0.516988129350991,1.46358765650432,NA,NA
"Sp2",0.0161590419954818,0.475459597751842,-0.017721935949701,0.0253341860090838
"Sp3",0.104046357983007,0.175707595913847,0.114141628264431,0.45068915499496
