LifeStage,Species,TimeStep,Cell1,Cell2,Cell3,Cell4
Seeds,2,8,88695.5599076995,72989.279357985,86054.4111733741,2525.79735540568
Juveniles,2,8,2129.11627958463,7662.37560975165,1625.04014191415,220.63960853721
Adults,2,8,4313.77318835908,3554.24437409041,4265.10082574922,0
ALL,2,8,95138.4493756432,84205.8993418271,91944.5521410375,2746.43696394289
Seeds,3,8,16314.0889109512,39583.4992398262,38984.9666416657,397188.207836463
Juveniles,3,8,5.93438011829618,43.1963774432139,11.9958116929542,36846.3395673227
Adults,3,8,0,0,0,1652.93944018677
ALL,3,8,16320.0232910695,39626.6956172694,38996.9624533586,435687.486843972
Seeds,1,9,0,0,0,0
Juveniles,1,9,1128.16634502909,64.2943808287476,1704.77912844499,28.5994808131558
Adults,1,9,22.5726396847327,0,32.3678964969695,0
ALL,1,9,1150.73898471382,64.2943808287476,1737.14702494196,28.5994808131558
Seeds,2,9,84499.8101130177,69355.4183108197,82255.1052279295,4224.93453689006
Juveniles,2,9,8869.55599076995,7298.9279357985,8605.44111733741,252.579735540568
Adults,2,9,4208.57259188296,3376.53215538589,4184.47751052934,0
ALL,2,9,97577.9386956706,80030.8784020041,95045.0238557963,4477.51427243063
Seeds,3,9,9263.07262280667,22475.3481561076,22135.5038072052,395775.06546311
Juveniles,3,9,1631.40889109512,3958.34992398262,3898.49666416657,39718.8207836463
Adults,3,9,0,0,1.01917180742465,826.469720093386
ALL,3,9,10894.4815139018,26433.6980800902,26035.0196431792,436320.35596685
Seeds,1,10,10913.5219900676,604.591816963855,15244.1617508665,699.943744402574
Juveniles,1,10,0,0,0,0
Adults,1,10,2.25726396847327,0,54.2337611731552,0
ALL,1,10,10915.7792540361,604.591816963855,15298.3955120396,699.943744402574
Seeds,2,10,82394.0486445464,65998.7914021074,80653.1817143727,6276.65364290649
Juveniles,2,10,8449.98101130177,6935.54183108197,8225.51052279295,422.493453689006
Adults,2,10,3998.14396228881,3207.70554761659,4167.57967577217,0
ALL,2,10,94842.173618137,76142.038780806,93046.2719129378,6699.1470965955
Seeds,3,10,4645.39419430325,11243.3855168626,11442.0835167516,303567.711834276
Juveniles,3,10,926.307262280667,2247.53481561076,2213.55038072052,39577.506546311
Adults,3,10,0,0,122.373640305308,1188.22397702639
ALL,3,10,5571.70145658392,13490.9203324734,13778.0075377774,344333.442357613
Seeds,1,11,1958.12222550522,417.692967218211,24937.7632636504,830.111241377367
Juveniles,1,11,1091.35219900676,60.4591816963855,1524.41617508665,69.9943744402574
Adults,1,11,0,0,5.42337611731552,0
ALL,1,11,3049.47442451198,478.152148914596,26467.6028148544,900.105615817624
Seeds,2,11,78405.1009943965,62752.7415886256,80152.4942043618,5474.64918865818
Juveniles,2,11,8239.40486445464,6599.87914021074,8065.31817143727,627.665364290649
Adults,2,11,3929.51870531359,3047.32027023576,4494.06862202003,0
ALL,2,11,90574.0245641647,72399.9409990721,92711.8809978191,6102.31455294883
Seeds,3,11,8322.74602921524,16842.3009406942,60858.8345584831,393695.239569965
Juveniles,3,11,464.539419430325,1124.33855168626,1144.20835167516,30356.7711834276
Adults,3,11,20.1467540446122,0,220.149919628683,1929.08335303212
ALL,3,11,8807.43220269018,17966.6394923805,62223.1928297869,425981.094106424
Seeds,1,12,92.1784121779533,37.9907497017952,2489.93976766102,50.5857649220293
Juveniles,1,12,195.812222550522,41.7692967218211,2493.77632636504,83.0111241377367
Adults,1,12,66.2807556066471,0,112.408214474034,0
ALL,1,12,354.271390335122,79.7600464236163,5096.1243085001,133.596889059766
Seeds,2,12,77259.4084636425,59852.8782653386,86056.7049358014,3444.61711458738
Juveniles,2,12,7840.51009943965,6275.27415886256,8015.24942043618,547.464918865818
Adults,2,12,4172.76439054038,2894.95425672397,4814.75836454557,0
ALL,2,12,89272.6829536225,69023.1066809251,98886.7127207831,3992.0820334532
Seeds,3,12,21203.7068906127,27733.6495889113,106966.316054979,396504.797120491
Juveniles,3,12,832.274602921524,1684.23009406942,6085.88345584831,39369.5239569965
Adults,3,12,36.0538338763515,0,189.119408012418,2053.38630941283
ALL,3,12,22072.0353274106,29417.8796829807,113241.31891884,437927.7073869
