"ChangeStep","Species","Cell","Dominant.EigenValue","Per.Capita.Seeds.Exported","Per.Capita.Seeds.Imported","Prop.seeds.exported"
1,1,1,1.69549006834478,40.741,40.741,0.0815058812231984
1,1,2,1.69549006834478,40.741,40.741,0.0815058812231984
1,1,3,1.69549006834478,40.741,40.741,0.0815058812231984
1,1,4,0.1,40.741,40.741,0.0815058812231984
1,2,1,1.1010337143227,1.62964,1.62964,0.0815058812231984
1,2,2,1.1010337143227,1.62964,1.62964,0.0815058812231984
1,2,3,1.1010337143227,1.62964,1.62964,0.0815058812231984
1,2,4,0.95,1.62964,1.62964,0.0815058812231984
1,3,1,1.7278292812304,32.5928,32.5928,0.0815058812231984
1,3,2,1.7278292812304,32.5928,32.5928,0.0815058812231984
1,3,3,1.7278292812304,32.5928,32.5928,0.0815058812231984
1,3,4,1.61889817504928,32.5928,32.5928,0.0815058812231984
2,1,1,1.57234325290317,40.741,40.741,0.0815058812231984
2,1,2,1.61341744028898,40.741,40.741,0.0815058812231984
2,1,3,1.6586947146799,40.741,40.741,0.0815058812231984
2,1,4,0.1,40.741,40.741,0.0815058812231984
2,2,1,1.06670375134585,1.62964,1.62964,0.0815058812231984
2,2,2,1.07649590405639,1.62964,1.62964,0.0815058812231984
2,2,3,1.0916587436961,1.62964,1.62964,0.0815058812231984
2,2,4,0.95,1.62964,1.62964,0.0815058812231984
2,3,1,1.61016440027458,32.5928,32.5928,0.0815058812231984
2,3,2,1.65213909196044,32.5928,32.5928,0.0815058812231984
2,3,3,1.70738311409025,32.5928,32.5928,0.0815058812231984
2,3,4,1.57519194062208,32.5928,32.5928,0.0815058812231984
3,1,1,1.6199244706136,40.741,40.741,0.0815058812231984
3,1,2,1.61558087183989,40.741,40.741,0.0815058812231984
3,1,3,1.61176489564146,40.741,40.741,0.0815058812231984
3,1,4,0.1,40.741,40.741,0.0815058812231984
3,2,1,1.08059093646712,1.62964,1.62964,0.0815058812231984
3,2,2,1.08102218343718,1.62964,1.62964,0.0815058812231984
3,2,3,1.08071101216965,1.62964,1.62964,0.0815058812231984
3,2,4,0.95,1.62964,1.62964,0.0815058812231984
