"ChangeStep","Species","Cell","Dominant.EigenValue","Per.Capita.Seeds.Exported","Per.Capita.Seeds.Imported","Prop.seeds.exported"
1,1,1,1.69549006834478,40.741,40.741,0.0815058812231984
1,1,2,1.69549006834478,40.741,40.741,0.0815058812231984
1,1,3,1.69549006834478,40.741,40.741,0.0815058812231984
1,1,4,0.1,40.741,40.741,0.0815058812231984
1,2,1,1.1010337143227,1.62964,1.62964,0.0815058812231984
1,2,2,1.1010337143227,1.62964,1.62964,0.0815058812231984
1,2,3,1.1010337143227,1.62964,1.62964,0.0815058812231984
1,2,4,0.95,1.62964,1.62964,0.0815058812231984
1,3,1,1.7278292812304,32.5928,32.5928,0.0815058812231984
1,3,2,1.7278292812304,32.5928,32.5928,0.0815058812231984
1,3,3,1.7278292812304,32.5928,32.5928,0.0815058812231984
1,3,4,1.61889817504928,32.5928,32.5928,0.0815058812231984
2,1,1,1.64845167075449,40.741,40.741,0.0815058812231984
2,1,2,1.61818456096436,40.741,40.741,0.0815058812231984
2,1,3,1.61432010030152,40.741,40.741,0.0815058812231984
2,1,4,0.1,40.741,40.741,0.0815058812231984
2,2,1,1.08969337139944,1.62964,1.62964,0.0815058812231984
2,2,2,1.08552379678496,1.62964,1.62964,0.0815058812231984
2,2,3,1.08493307287887,1.62964,1.62964,0.0815058812231984
2,2,4,0.95,1.62964,1.62964,0.0815058812231984
2,3,1,1.70006211856752,32.5928,32.5928,0.0815058812231984
2,3,2,1.67674932277629,32.5928,32.5928,0.0815058812231984
2,3,3,1.67363324794764,32.5928,32.5928,0.0815058812231984
2,3,4,1.54612703627524,32.5928,32.5928,0.0815058812231984
3,1,1,1.69477723165512,40.741,40.741,0.0815058812231984
3,1,2,1.62185541724981,40.741,40.741,0.0815058812231984
3,1,3,0.1,40.741,40.741,0.0815058812231984
3,1,4,0.1,40.741,40.741,0.0815058812231984
3,2,1,1.10122120520564,1.62964,1.62964,0.0815058812231984
3,2,2,1.09105605028797,1.62964,1.62964,0.0815058812231984
3,2,3,0.95,1.62964,1.62964,0.0815058812231984
3,2,4,0.95,1.62964,1.62964,0.0815058812231984
