"Species","mean.all","sd.all","mean.adults","sd.adults"
"Sp1",-0.502654461835829,1.88488803607136,NA,NA
"Sp2",0.0259654583681101,0.420749000633927,0.00426172870538551,0.0451013953434797
"Sp3",0.164461441083077,0.178688806324758,0.191725078019849,0.273656816154665
