LifeStage,Species,TimeStep,Cell1,Cell2,Cell3,Cell4
Seeds,2,8,81572.3356240072,81571.0425410685,85353.5475385325,1807.93086016245
Juveniles,2,8,8463.83904807672,2905.95613728406,2055.85349719537,239.536437939931
Adults,2,8,4450.19926689397,4032.55782481071,4376.42247736757,0
ALL,2,8,94486.3739389779,88509.5565031633,91785.8235130954,2047.46729810238
Seeds,3,8,23498.4279784677,57015.1364933657,56153.0242891592,398125.929924453
Juveniles,3,8,18.6400172374449,17.5137903856186,13.1595820655506,36650.9190108996
Adults,3,8,0,0,0,4513.21998027483
ALL,3,8,23517.0679957052,57032.6502837513,56166.1838712248,439290.068915627
Seeds,1,9,0,0,0,0
Juveniles,1,9,25.9779800126765,10.706660194087,701.721845589971,6.61392153849484
Adults,1,9,0,8.9747818093563,18.820902992101,0
ALL,1,9,25.9779800126765,19.6814420034433,720.542748582072,6.61392153849484
Seeds,2,9,87401.1590906742,78261.9461770216,84526.2457617192,1662.61467446679
Juveniles,2,9,8157.23356240072,8157.10425410685,8535.35475385325,180.793086016245
Adults,2,9,4227.68930354927,3928.11277610334,4277.77161482126,0
ALL,2,9,99786.0819566242,90347.1632072318,97339.3721303937,1843.40776048303
Seeds,3,9,25292.0847694602,61367.154715793,60439.2366878485,398337.385325533
Juveniles,3,9,2349.84279784677,5701.51364933657,5615.30242891592,39812.5929924453
Adults,3,9,0,0,0,3496.13655870388
ALL,3,9,27641.9275673069,67068.6683651295,66054.5391167644,441646.114876682
Seeds,1,10,470.122837802965,4252.27493890776,8703.78017153551,144.84581962299
Juveniles,1,10,0,0,0,0
Adults,1,10,0,1.93506100569468,70.0767440142027,0
ALL,1,10,470.122837802965,4254.20999991346,8773.85691554972,144.84581962299
Seeds,2,10,83177.8717777063,76167.2348870932,82534.0308701602,2081.4880320675
Juveniles,2,10,8740.11590906742,7826.19461770216,8452.62457617192,166.261467446679
Adults,2,10,4016.30483837181,4499.50670779506,4878.73569272479,0
ALL,2,10,95934.2925251455,88492.9362125904,95865.3911390569,2247.74949951418
Seeds,3,10,19592.3492749766,47537.6680160084,46818.8623395389,397773.66614831
Juveniles,3,10,2529.20847694602,6136.7154715793,6043.92366878485,39833.7385325533
Adults,3,10,0,557.106018977892,553.338404016667,3776.20368857836
ALL,3,10,22121.5577519226,54231.4895065656,53416.1244123404,441383.608369441
Seeds,1,11,1223.45133334222,1379.29828779649,32186.6642385655,341.963829183651
Juveniles,1,11,47.0122837802965,425.227493890776,870.378017153551,14.484581962299
Adults,1,11,0,0,7.00767440142027,0
ALL,1,11,1270.46361712252,1804.52578168726,33064.0499301205,356.44841114595
Seeds,2,11,80087.0671537404,86687.4500700808,93586.828415984,2112.88405125655
Juveniles,2,11,8317.78717777063,7616.72348870932,8253.40308701602,208.14880320675
Adults,2,11,3815.48959645322,4914.65995650549,5303.6647860922,0
ALL,2,11,92220.3439279643,99218.8335152956,107143.896289092,2321.0328544633
Seeds,3,11,36146.2393816329,259066.174920837,256927.0938576,397545.15211956
Juveniles,3,11,1959.23492749766,4753.76680160084,4681.88623395389,39777.366614831
Adults,3,11,0,815.503383977661,790.17273856686,4430.16339810476
ALL,3,11,38105.4743091306,264635.445106416,262399.15283012,441752.682132496
Seeds,1,12,119.10593796374,42.8220322852758,2805.54676524937,28.3190758141439
Juveniles,1,12,122.345133334222,137.929828779649,3218.66642385655,34.1963829183651
Adults,1,12,1.47367603027107,42.4324459194408,78.1715971587021,0
ALL,1,12,242.924747328233,223.184306984365,6102.38478626462,62.515458732509
Seeds,2,12,76966.0662492147,82258.1831736046,88396.4752510229,1922.04482680879
Juveniles,2,12,8008.70671537404,8668.74500700808,9358.6828415984,211.288405125655
Adults,2,12,3969.78147498272,5426.38583686929,5736.94340732399,0
ALL,2,12,88944.5544395715,96353.314017482,103492.101499945,2133.33323193444
Seeds,3,12,46491.6675606956,317698.99479411,308797.977983728,398049.636097377
Juveniles,3,12,3614.62393816329,25906.6174920837,25692.70938576,39754.515211956
Adults,3,12,71.0320942092711,878.463377149838,799.183844255836,3600.59770197292
ALL,3,12,50177.3235930682,344484.075663344,335289.871213744,441404.749011306
