LifeStage,Species,TimeStep,Cell1,Cell2,Cell3,Cell4
Seeds,2,8,77341.6153767348,85586.9514481752,80909.2933467813,2501.64915530481
Juveniles,2,8,8128.74052458456,1932.02475517757,4609.12127095395,248.355170956849
Adults,2,8,4416.9022947895,4414.12645665401,3983.94735293884,0
ALL,2,8,89887.2581961089,91933.1026600068,89502.3619706741,2750.00432626166
Seeds,3,8,16792.3517042739,40743.9265869651,40127.8474452095,397443.441707927
Juveniles,3,8,17.718905229774,13.2859579148396,29.080585236985,36898.0933956467
Adults,3,8,0,0,0,3855.0703287649
ALL,3,8,16810.0706095036,40757.21254488,40156.9280304465,438196.605432339
Seeds,1,9,0,0,0,0
Juveniles,1,9,14.9752735242305,410.725246625842,6.26672188758534,5.4909136768209
Adults,1,9,0,0,4.09670676524462,0
ALL,1,9,14.9752735242305,410.725246625842,10.36342865283,5.4909136768209
Seeds,2,9,86778.3394328771,85136.9968000612,77402.9145903354,1941.5253955008
Juveniles,2,9,7734.16153767348,8558.69514481752,8090.92933467813,250.164915530481
Adults,2,9,4334.05107694698,4193.42013382131,3788.51797531935,0
ALL,2,9,98846.5520474976,97889.1120787,89282.3619003329,2191.69031103128
Seeds,3,9,21603.8141223985,52418.1622742821,51625.559814688,398058.474604499
Juveniles,3,9,1679.23517042739,4074.39265869651,4012.78474452095,39744.3441707927
Adults,3,9,0,0,0,4705.10130198669
ALL,3,9,23283.0492928259,56492.5549329786,55638.344559209,442507.920077279
Seeds,1,10,69.6296765354801,28.6974308905385,1880.84928475837,15.8119748071512
Juveniles,1,10,0,0,0,0
Adults,1,10,0,0,0,0
ALL,1,10,69.6296765354801,28.6974308905385,1880.84928475837,15.8119748071512
Seeds,2,10,84976.1730864975,80973.6007043481,73695.7826444222,1522.25682457281
Juveniles,2,10,8677.83394328771,8513.69968000612,7740.29145903354,194.15253955008
Adults,2,10,4117.34852309963,3983.74912713024,3965.57874585914,0
ALL,2,10,97771.3555528848,93471.0495114844,85401.6528493148,1716.40936412289
Seeds,3,10,26367.3876963334,63976.2034233735,63008.834595685,398461.93120062
Juveniles,3,10,2160.38141223985,5241.81622742821,5162.5559814688,39805.8474604499
Adults,3,10,0,0,147.267577493942,3778.90916371524
ALL,3,10,28527.7691085733,69218.0196508017,68318.6581546477,442046.687824785
Seeds,1,11,0,0,0,0
Juveniles,1,11,6.96296765354801,2.86974308905385,188.084928475837,1.58119748071512
Adults,1,11,0,0,0,0
ALL,1,11,6.96296765354801,2.86974308905385,188.084928475837,1.58119748071512
Seeds,2,11,80976.5240591668,77027.6102338701,76741.3379506666,1866.83894226928
Juveniles,2,11,8497.61730864975,8097.36007043481,7369.57826444222,152.225682457281
Adults,2,11,3911.48109694465,3784.56167077373,3767.29980856618,0
ALL,2,11,93385.6224647612,88909.5319750787,87878.2160236749,2019.06462472656
Seeds,3,11,23179.4336581608,52207.8711851449,104695.548494559,398133.161057731
Juveniles,3,11,2636.73876963334,6397.62034233735,6300.8834595685,39846.193120062
Adults,3,11,0,0,73.6337887469709,1889.45458185762
ALL,3,11,25816.1724277942,58605.4915274823,111070.065742874,439868.80875965
Seeds,1,12,0,0,0,0
Juveniles,1,12,0,0,0,0
Adults,1,12,0,0,12.0325186092853,0
ALL,1,12,0,0,12.0325186092853,0
Seeds,2,12,76927.6978562085,73176.2297221766,72904.2710531332,3532.15755942674
Juveniles,2,12,8097.65240591668,7702.76102338701,7674.13379506666,186.683894226928
Adults,2,12,4293.0627523312,3595.33358723504,3993.87944692192,0
ALL,2,12,89318.4130144564,84474.3243327987,84572.2842951218,3718.84145365367
Seeds,3,12,11589.7168290804,26103.9355925725,52347.7742472794,396467.842440573
Juveniles,3,12,2317.94336581608,5220.78711851449,10469.5548494559,39813.3161057731
Adults,3,12,167.221966124927,0,412.396350206882,944.72729092881
ALL,3,12,14074.8821610214,31324.722711087,63229.7254469422,437225.885837275
