RunTime,Sp1,Sp2,Sp3
1,3,3,1
2,3,3,1
3,3,3,3
4,3,3,4
5,3,3,3
6,3,3,3
7,1,3,1
8,0,3,1
9,1,3,1
10,0,3,2
11,0,3,2
12,1,3,3
