"Species","mean.all","sd.all","mean.adults","sd.adults"
"Sp1",-1.07646350138021,1.8034644321152,NA,NA
"Sp2",0.0164749921125239,0.446654668754847,-0.0177234754743255,0.0357972933272151
"Sp3",0.0950465702663276,0.143660783830237,0.0775981501194545,0.419304579681277
