"Species","mean.all","sd.all","mean.adults","sd.adults"
"Sp1",-0.444838190138017,1.77094607372548,NA,NA
"Sp2",0.0348051548410021,0.424179121210254,-0.000256621438431362,0.0448920823436491
"Sp3",-0.0964080109634612,0.432451645092675,-0.176186092339117,0.619052671270272
