LifeStage,Species,TimeStep,Cell1,Cell2,Cell3,Cell4
Seeds,2,8,90380.5897589341,84071.0114732774,88407.8672795548,7303.33684154255
Juveniles,2,8,2941.55736749875,2129.64653764018,9042.35926998941,609.792793954966
Adults,2,8,4395.87041999268,4204.24880584722,4348.8852591809,0
ALL,2,8,97718.0175464255,90404.9068167647,101799.111808725,7913.12963549752
Seeds,3,8,4012.46008283419,9735.58569563045,9588.37623934375,262979.383266269
Juveniles,3,8,3.98334948998128,7.84386220263555,18.9240630258807,32994.5649416141
Adults,3,8,0,0,0,357.999650502694
ALL,3,8,4016.44343232417,9743.42955783309,9607.30030236963,296331.947858386
Seeds,1,9,0,0,0,0
Juveniles,1,9,788.431379331307,765.44208464419,39.4475331646041,38.9282936588786
Adults,1,9,32.0570045627593,31.1376069052828,0,0
ALL,1,9,820.488383894066,796.579691549473,39.4475331646041,38.9282936588786
Seeds,2,9,86499.6763756816,81370.8717604225,84031.7103213623,7001.95007666759
Juveniles,2,9,9038.05897589341,8407.10114732774,8840.78672795548,730.333684154255
Adults,2,9,4431.3802612392,4173.50160414575,4131.44099622186,0
ALL,2,9,99969.1156128142,93951.474511896,97003.9380455397,7732.28376082185
Seeds,3,9,2006.2300414171,4867.79284781523,4794.18811967187,131489.691633134
Juveniles,3,9,401.246008283419,973.558569563045,958.837623934375,26297.9383266269
Adults,3,9,0,0,0,178.999825251347
ALL,3,9,2407.47604970051,5841.35141737827,5753.02574360625,157966.629785013
Seeds,1,10,15238.9994781108,14832.28277818,762.975814422444,753.789652727768
Juveniles,1,10,0,0,0,0
Adults,1,10,64.5829981953753,58.9123053210991,0,0
ALL,1,10,15303.5824763062,14891.1950835011,762.975814422444,753.789652727768
Seeds,2,10,86983.3774873227,80769.0635717965,80053.9815090041,6845.39981204399
Juveniles,2,10,8649.96763756816,8137.08717604225,8403.17103213624,700.195007666759
Adults,2,10,4949.94192033437,4628.56078593492,3924.86894641077,0
ALL,2,10,100583.287045225,93534.7115337737,92382.021487551,7545.59481971075
Seeds,3,10,1003.11502070855,2433.89642390761,2397.09405983594,65744.8458165672
Juveniles,3,10,200.62300414171,486.779284781523,479.418811967187,13148.9691633134
Adults,3,10,29.5110016751534,68.0450689559617,0,89.4999126256734
ALL,3,10,1233.24902652541,2988.7207776451,2876.51287180312,78983.3148925063
Seeds,1,11,30637.0242938968,28128.4628750246,1510.365627602,1453.70689974867
Juveniles,1,11,1523.89994781108,1483.228277818,76.2975814422444,75.3789652727768
Adults,1,11,6.45829981953753,5.89123053210991,0,0
ALL,1,11,32167.3825415274,29617.5823833747,1586.66320904424,1529.08586502144
Seeds,2,11,96670.7615289336,89415.3349431036,76740.446012538,7161.76081114112
Juveniles,2,11,8698.33774873227,8076.90635717965,8005.39815090041,684.539981204399
Adults,2,11,5080.17226496883,5157.02166413026,3728.62549909023,0
ALL,2,11,110449.271542635,102649.262964414,88474.4696625286,7846.30079234552
Seeds,3,11,12251.885661052,26604.421118822,1981.13858832457,33963.0249732791
Juveniles,3,11,100.311502070855,243.389642390761,239.709405983594,6574.48458165672
Adults,3,11,22.7371948438174,79.7311634350225,0,44.7499563128367
ALL,3,11,12374.9343579667,26927.5419246478,2220.84799430817,40582.2595112487
Seeds,1,12,3063.70242938968,2812.84628750246,151.0365627602,145.370689974867
Juveniles,1,12,3063.70242938968,2812.84628750246,151.0365627602,145.370689974867
Adults,1,12,99.7627847389439,79.4425918438661,0,0
ALL,1,12,6227.1676435183,5705.13516684879,302.073125520399,290.741379949733
Seeds,2,12,99282.8054577,99152.4669609431,73373.1463643935,7426.1300789007
Juveniles,2,12,9667.07615289336,8941.53349431036,7674.0446012538,716.176081114113
Adults,2,12,5458.7066599771,5398.45182049041,3542.19422413572,0
ALL,2,12,114408.58827057,113492.452275744,84589.385189783,8142.30616001481
Seeds,3,12,9669.65089761928,30197.4205424968,1355.2491405792,17647.7512695052
Juveniles,3,12,1225.1885661052,2660.4421118822,198.113858832457,3396.30249732792
Adults,3,12,17.9357982095823,53.1642048499175,0,22.3749781564184
ALL,3,12,10912.7752619341,32911.0268592289,1553.36299941166,21066.4287449896
