"ChangeStep","Species","Cell","Dominant.EigenValue","Per.Capita.Seeds.Exported","Per.Capita.Seeds.Imported","Prop.seeds.exported"
1,1,1,1.69549006834478,40.741,40.741,0.0815058812231984
1,1,2,1.69549006834478,40.741,40.741,0.0815058812231984
1,1,3,1.69549006834478,40.741,40.741,0.0815058812231984
1,1,4,0.1,40.741,40.741,0.0815058812231984
1,2,1,1.1010337143227,1.62964,1.62964,0.0815058812231984
1,2,2,1.1010337143227,1.62964,1.62964,0.0815058812231984
1,2,3,1.1010337143227,1.62964,1.62964,0.0815058812231984
1,2,4,0.95,1.62964,1.62964,0.0815058812231984
1,3,1,1.7278292812304,32.5928,32.5928,0.0815058812231984
1,3,2,1.7278292812304,32.5928,32.5928,0.0815058812231984
1,3,3,1.7278292812304,32.5928,32.5928,0.0815058812231984
1,3,4,1.61889817504928,32.5928,32.5928,0.0815058812231984
2,1,1,1.56240006646031,40.741,40.741,0.0815058812231984
2,1,2,1.58422826952772,40.741,40.741,0.0815058812231984
2,1,3,1.58239012771368,40.741,40.741,0.0815058812231984
2,1,4,0.1,40.741,40.741,0.0815058812231984
2,2,1,1.07118040639032,1.62964,1.62964,0.0815058812231984
2,2,2,1.07352951272135,1.62964,1.62964,0.0815058812231984
2,2,3,1.07344391592638,1.62964,1.62964,0.0815058812231984
2,2,4,0.95,1.62964,1.62964,0.0815058812231984
2,3,1,1.63325644742596,32.5928,32.5928,0.0815058812231984
2,3,2,1.64899337776498,32.5928,32.5928,0.0815058812231984
2,3,3,1.64793759666675,32.5928,32.5928,0.0815058812231984
2,3,4,1.43849048537385,32.5928,32.5928,0.0815058812231984
3,1,1,1.44469768236419,40.741,40.741,0.0815058812231984
3,1,2,1.61585528364257,40.741,40.741,0.0815058812231984
3,1,3,1.53077644930178,40.741,40.741,0.0815058812231984
3,1,4,0.1,40.741,40.741,0.0815058812231984
3,2,1,1.06243985918437,1.62964,1.62964,0.0815058812231984
3,2,2,1.08631559890605,1.62964,1.62964,0.0815058812231984
3,2,3,1.07643870248114,1.62964,1.62964,0.0815058812231984
3,2,4,0.95,1.62964,1.62964,0.0815058812231984
