"ChangeStep","Species","A.Eigen","Is.Irreducible","Is.Ergodic","Max.Local.Eigen","Median.Local.Eigen","Min.Local.Eigen","Max.Seed.Export","Median.Seed.Export","Min.Seed.Export","Max.Seed.Import","Median.Seed.Import","Min.Seed.Import","Prop.Dispersing"
1,1,1.72814071263082,0,0,1.69549006834478,1.69549006834478,0.1,40.741,40.741,40.741,40.741,40.741,40.741,0.0815058812231984
1,2,1.10808609225105,0,0,1.1010337143227,1.1010337143227,0.95,1.62964,1.62964,1.62964,1.62964,1.62964,1.62964,0.0815058812231984
1,3,1.76133174750101,1,1,1.7278292812304,1.7278292812304,1.61889817504928,32.5928,32.5928,32.5928,32.5928,32.5928,32.5928,0.0815058812231984
2,1,1.67910935040732,0,0,1.65934673648197,1.56850517671797,0.1,40.741,40.741,40.741,40.741,40.741,40.741,0.0815058812231984
2,2,1.1002325592346,0,0,1.09627066953164,1.08162328969098,0.95,1.62964,1.62964,1.62964,1.62964,1.62964,1.62964,0.0815058812231984
2,3,1.70284398841977,1,1,1.68189986131624,1.6260657388054,1.54051402556466,32.5928,32.5928,32.5928,32.5928,32.5928,32.5928,0.0815058812231984
3,1,1.68486770892028,0,0,1.67226572928955,0.877292041213686,0.1,40.741,40.741,40.741,40.741,40.741,40.741,0.0815058812231984
3,2,1.09444463601027,0,0,1.09227064458838,1.02255093093505,0.95,1.62964,1.62964,1.62964,1.62964,1.62964,1.62964,0.0815058812231984
3,3,1.72343687811291,0,0,1.71091461639129,1.62869107429698,0.5,32.5928,32.5928,32.5928,32.5928,32.5928,32.5928,0.0815058812231984
4,1,1.63245599613625,0,0,1.6139440747878,0.856520079384547,0.1,40.741,40.741,40.741,40.741,40.741,40.741,0.0815058812231984
4,2,1.08514578901537,0,0,1.08338040815383,1.01349654651406,0.95,1.62964,1.62964,1.62964,1.62964,1.62964,1.62964,0.0815058812231984
4,3,1.68630879326025,0,0,1.67317613389823,1.59718802361831,0.5,32.5928,32.5928,32.5928,32.5928,32.5928,32.5928,0.0815058812231984
5,1,1.68986217503283,0,0,1.67624047029379,0.880817217480504,0.1,40.741,40.741,40.741,40.741,40.741,40.741,0.0815058812231984
5,2,1.09985229773645,0,0,1.09648613257534,1.02234784048905,0.95,1.62964,1.62964,1.62964,1.62964,1.62964,1.62964,0.0815058812231984
5,3,1.73493664935857,0,0,1.71971842418189,1.64890533145411,0.5,32.5928,32.5928,32.5928,32.5928,32.5928,32.5928,0.0815058812231984
6,1,1.27163612805816,0,0,1.27054572947564,0.607479258327048,0.1,40.741,40.741,40.741,40.741,40.741,40.741,0.0815058812231984
6,2,1.01375985009709,0,0,1.0135643282452,0.973789978199476,0.95,1.62964,1.62964,1.62964,1.62964,1.62964,1.62964,0.0815058812231984
6,3,1.40168973069059,0,0,1.39987004174717,1.29758638009928,0.5,32.5928,32.5928,32.5928,32.5928,32.5928,32.5928,0.0815058812231984
7,1,0.1,0,0,0.1,0.0352101794823427,0,40.741,40.741,40.741,40.741,40.741,40.741,0.0815058812231984
7,2,1.07982175074363,0,0,1.07980511967798,0.958638490191144,0.95,1.62964,1.62964,1.62964,1.62964,1.62964,1.62964,0.0815058812231984
7,3,1.5232767753068,0,0,1.5232767654916,0.0437138630444256,0,32.5928,32.5928,32.5928,32.5928,32.5928,32.5928,0.0815058812231984
8,1,0.1,0,0,0.1,0.0359813824862555,0,40.741,40.741,40.741,40.741,40.741,40.741,0.0815058812231984
8,2,1.0855071687873,0,0,1.0855071687873,0.95,0.95,1.62964,1.62964,1.62964,1.62964,1.62964,1.62964,0.0815058812231984
8,3,1.5394727529096,0,0,1.53947274455249,0.0333273478293274,0,32.5928,32.5928,32.5928,32.5928,32.5928,32.5928,0.0815058812231984
9,1,1.48742464920869,0,0,1.48742464920869,0.1,0.1,40.741,40.741,40.741,40.741,40.741,40.741,0.0815058812231984
9,2,1.05260495108347,0,0,1.05260495108347,0.95,0.95,1.62964,1.62964,1.62964,1.62964,1.62964,1.62964,0.0815058812231984
9,3,1.57150265865678,0,0,1.57133106751026,0.935674142955051,0.5,32.5928,32.5928,32.5928,32.5928,32.5928,32.5928,0.0815058812231984
10,1,0.871292020570783,0,0,0.871292020570782,0.1,0.1,40.741,40.741,40.741,40.741,40.741,40.741,0.0815058812231984
10,2,0.989369974111543,0,0,0.989369974111542,0.95,0.95,1.62964,1.62964,1.62964,1.62964,1.62964,1.62964,0.0815058812231984
10,3,0.784200107109093,0,0,0.784088038789911,0.619333497515697,0.5,32.5928,32.5928,32.5928,32.5928,32.5928,32.5928,0.0815058812231984
11,1,1.69579457624301,0,0,1.69570648507426,0.461725182113331,0.1,40.741,40.741,40.741,40.741,40.741,40.741,0.0815058812231984
11,2,1.10106242742923,0,0,1.10101730847513,0.970739460855071,0.95,1.62964,1.62964,1.62964,1.62964,1.62964,1.62964,0.0815058812231984
11,3,1.72815321200184,0,0,1.72758848716097,1.32849588604976,0.5,32.5928,32.5928,32.5928,32.5928,32.5928,32.5928,0.0815058812231984
12,1,1.58798165918482,0,0,1.58379136470779,0.805792890829842,0.1,40.741,40.741,40.741,40.741,40.741,40.741,0.0815058812231984
12,2,1.07350631172524,0,0,1.0704239890509,1.00970758978537,0.95,1.62964,1.62964,1.62964,1.62964,1.62964,1.62964,0.0815058812231984
12,3,1.631121642381,0,0,1.61630126175691,1.59560558249628,0.5,32.5928,32.5928,32.5928,32.5928,32.5928,32.5928,0.0815058812231984
