"ChangeStep","Species","Cell","Dominant.EigenValue","Per.Capita.Seeds.Exported","Per.Capita.Seeds.Imported","Prop.seeds.exported"
1,1,1,1.69549006834478,40.741,40.741,0.0815058812231984
1,1,2,1.69549006834478,40.741,40.741,0.0815058812231984
1,1,3,1.69549006834478,40.741,40.741,0.0815058812231984
1,1,4,0.1,40.741,40.741,0.0815058812231984
1,2,1,1.1010337143227,1.62964,1.62964,0.0815058812231984
1,2,2,1.1010337143227,1.62964,1.62964,0.0815058812231984
1,2,3,1.1010337143227,1.62964,1.62964,0.0815058812231984
1,2,4,0.95,1.62964,1.62964,0.0815058812231984
1,3,1,1.7278292812304,32.5928,32.5928,0.0815058812231984
1,3,2,1.7278292812304,32.5928,32.5928,0.0815058812231984
1,3,3,1.7278292812304,32.5928,32.5928,0.0815058812231984
1,3,4,1.61889817504928,32.5928,32.5928,0.0815058812231984
2,1,1,1.65934673648197,40.741,40.741,0.0815058812231984
2,1,2,1.65662814792966,40.741,40.741,0.0815058812231984
2,1,3,1.48038220550628,40.741,40.741,0.0815058812231984
2,1,4,0.1,40.741,40.741,0.0815058812231984
2,2,1,1.09491194359802,1.62964,1.62964,0.0815058812231984
2,2,2,1.09627066953164,1.62964,1.62964,0.0815058812231984
2,2,3,1.06833463578394,1.62964,1.62964,0.0815058812231984
2,2,4,0.95,1.62964,1.62964,0.0815058812231984
2,3,1,1.68023811115041,32.5928,32.5928,0.0815058812231984
2,3,2,1.68189986131624,32.5928,32.5928,0.0815058812231984
2,3,3,1.54051402556466,32.5928,32.5928,0.0815058812231984
2,3,4,1.5718933664604,32.5928,32.5928,0.0815058812231984
3,1,1,1.65458408242737,40.741,40.741,0.0815058812231984
3,1,2,1.67226572928955,40.741,40.741,0.0815058812231984
3,1,3,0.1,40.741,40.741,0.0815058812231984
3,1,4,0.1,40.741,40.741,0.0815058812231984
3,2,1,1.08698472508959,1.62964,1.62964,0.0815058812231984
3,2,2,1.09227064458838,1.62964,1.62964,0.0815058812231984
3,2,3,0.958117136780517,1.62964,1.62964,0.0815058812231984
3,2,4,0.95,1.62964,1.62964,0.0815058812231984
