LifeStage,Species,TimeStep,Cell1,Cell2,Cell3,Cell4
Seeds,2,8,85169.7882716429,86681.442889515,81424.8797370199,7084.03705702365
Juveniles,2,8,1778.97181476676,2785.82721201564,2770.87861540684,711.001200670782
Adults,2,8,4232.84090082268,4519.12372577234,4157.11757262797,0
ALL,2,8,91181.6009872323,93986.393827303,88352.8759250547,7795.03825769443
Seeds,3,8,867.168417793868,2104.04397045446,2072.22922621848,56834.8123075499
Juveniles,3,8,1.46802362898505,3.92408907059728,3.75350511203858,11427.2001206759
Adults,3,8,0,0,0,977.4250428762
ALL,3,8,868.636441422853,2107.96805952506,2075.98273133052,69239.437471102
Seeds,1,9,0,0,0,0
Juveniles,1,9,199.254400483827,223.273175714791,190.725906366254,17.3190761603268
Adults,1,9,27.987133277469,31.9576718827344,24.3236596400323,0
ALL,1,9,227.241533761296,255.230847597525,215.049566006287,17.3190761603268
Seeds,2,9,83586.1795403875,86990.4976161694,80487.383345321,7041.93626089433
Juveniles,2,9,8516.97882716429,8668.1442889515,8142.48797370199,708.403705702365
Adults,2,9,4145.78345789656,4533.75712418229,4153.25805661479,0
ALL,2,9,96248.9418254484,100192.399029303,92783.1293756378,7750.3399665967
Seeds,3,9,5477.48994027823,13290.2437929963,13089.2852041809,358998.443998
Juveniles,3,9,86.7168417793868,210.404397045446,207.222922621848,5683.48123075499
Adults,3,9,0,0,0,1002.13035677513
ALL,3,9,5564.20678205761,13500.6481900417,13296.5081268028,365684.05558553
Seeds,1,10,13797.6152564049,15311.0444855385,11866.8429887734,1146.38433930789
Juveniles,1,10,0,0,0,0
Adults,1,10,7.0139671385108,25.044462290391,20.4338303034601,0
ALL,1,10,13804.6292235434,15336.0889478289,11887.2768190769,1146.38433930789
Seeds,2,10,81994.5874301215,87199.8593022476,80361.4186685838,7024.90717289732
Juveniles,2,10,8358.61795403875,8699.04976161694,8048.7383345321,704.193626089433
Adults,2,10,4019.34850497319,5132.9207191459,4732.3504022094,0
ALL,2,10,94372.5538891334,101031.82978301,93142.5074053253,7729.10079898676
Seeds,3,10,5615.93851936782,13626.1668871428,13420.1288857898,368072.458739937
Juveniles,3,10,547.748994027823,1329.02437929963,1308.92852041809,35899.8443998
Adults,3,10,1.33848845394835,20.3668746033603,19.8395120411206,889.730804688084
ALL,3,10,6165.0260018496,14975.5581410458,14748.896918249,404862.033944425
Seeds,1,11,3986.7353611423,11758.774977488,9676.07626601123,816.853145488671
Juveniles,1,11,1379.76152564049,1531.10444855385,1186.68429887734,114.638433930789
Adults,1,11,0,2.5044462290391,2.04338303034601,0
ALL,1,11,5366.49688678279,13292.3838722709,10864.8039479189,931.491579419459
Seeds,2,11,80467.5624191519,98280.8025014138,91078.0876214702,7784.57611352338
Juveniles,2,11,8199.45874301215,8719.98593022476,8036.14186685838,702.490717289732
Adults,2,11,4440.63430115523,5542.83583343851,5100.75900068916,0
ALL,2,11,93107.6554633193,112543.624265077,104214.988489018,8487.06683081312
Seeds,3,11,6020.1717047866,19707.5021980313,19334.1090821274,327339.343419989
Juveniles,3,11,561.593851936782,1362.61668871428,1342.01288857898,36807.2458739937
Adults,3,11,46.0684720100424,122.496817456889,117.283579162641,1455.2366364748
ALL,3,11,6627.83402873343,21192.6157042025,20793.405549869,365601.825930458
Seeds,1,12,76.6535373262761,1164.13646745729,955.686337354154,56.1925061888097
Juveniles,1,12,398.67353611423,1175.8774977488,967.607626601123,81.6853145488671
Adults,1,12,95.7624810166723,56.7180375988132,82.328613614893,0
ALL,1,12,571.089554457179,2396.7320028049,2005.62257757017,137.877820737677
Seeds,2,12,88729.2026551274,106194.001250542,98245.000904669,6168.777315622
Juveniles,2,12,8046.75624191519,9828.08025014138,9107.80876214702,778.457611352339
Adults,2,12,4733.07060998759,5511.16623769084,5375.58904038629,0
ALL,2,12,101509.02950703,121533.247738374,112728.398707202,6947.23492697434
Seeds,3,12,28310.7918586192,66053.1874046132,63877.9071243056,393775.030178189
Juveniles,3,12,602.01717047866,1970.75021980313,1933.41090821274,32733.9343419989
Adults,3,12,63.8790597219706,109.925950962003,158.546015542607,727.6183182374
ALL,3,12,28976.6880888198,68133.8635753783,65969.864048061,427236.582838426
