"Species","mean.all","sd.all","mean.adults","sd.adults"
"Sp1",-0.5263180031364,2.1518206562664,NA,NA
"Sp2",0.0408607330977994,0.673054564918293,0.00713953702667758,0.0432731092634748
"Sp3",0.102165289319678,0.652331378184892,0.0445685846118615,0.798974559662068
