LifeStage,Species,TimeStep,Cell1,Cell2,Cell3,Cell4
Seeds,2,8,99543.7807586287,87126.1988034114,96405.6302705141,2484.76951677094
Juveniles,2,8,2442.59385495882,8867.15184077956,2165.59554120613,297.19282847979
Adults,2,8,4944.19921307823,4467.88084067494,4880.79304300268,0
ALL,2,8,106930.573826666,100461.231484866,103452.018854723,2781.96234525073
Seeds,3,8,19057.0748069673,46238.9110573332,45539.7435733374,397244.296379868
Juveniles,3,8,5.33092483531043,37.8801307490143,11.6019549859699,36620.7728617056
Adults,3,8,0,0,0,4280.509715974
ALL,3,8,19062.4057318026,46276.7911880822,45551.3455283234,438145.578957547
Seeds,1,9,0,0,0,0
Juveniles,1,9,1228.84936357015,1064.29738671702,883.914470821185,27.0934103361308
Adults,1,9,18.502184720509,10.5625404082088,20.6574461699939,0
ALL,1,9,1247.35154829066,1074.85992712523,904.571916991179,27.0934103361308
Seeds,2,9,97107.6060600901,86728.5328183171,94246.5873267831,1947.23205512964
Juveniles,2,9,9954.37807586287,8712.61988034114,9640.56302705141,248.476951677094
Adults,2,9,4840.3207222284,4999.93163698288,4776.36054344623,0
ALL,2,9,111902.304858181,100441.084335641,108663.510897281,2195.70900680673
Seeds,3,9,23987.9764483183,58202.9467100417,57322.8739124374,398052.76794487
Juveniles,3,9,1905.70748069673,4623.89110573332,4553.97435733374,39724.4296379868
Adults,3,9,0,3.27836356803601,0,4716.29762194802
ALL,3,9,25893.683929015,62830.1161793431,61876.8482697712,442493.495204805
Seeds,1,10,9022.50021148619,5303.81706471351,9872.55473288294,150.480450856683
Juveniles,1,10,0,0,0,0
Adults,1,10,98.6445190954029,48.0823621638944,53.8858479461905,0
ALL,1,10,9121.14473058159,5351.89942687741,9926.44058082913,150.480450856683
Seeds,2,10,95485.1806079218,96400.5627208354,92407.1944910152,1827.48168581407
Juveniles,2,10,9710.76060600901,8672.85328183171,9424.65873267831,194.723205512964
Adults,2,10,5426.21752672801,5046.97839529099,5169.45902110717,0
ALL,2,10,110622.158740659,110120.394397958,107001.312244801,2022.20489132703
Seeds,3,10,26474.0344069544,65332.5521800556,63177.1431835144,398022.037863329
Juveniles,3,10,2398.79764483183,5820.29467100417,5732.28739124374,39805.276794487
Adults,3,10,156.336364167972,185.086027156443,286.613973502251,4892.07200618317
ALL,3,10,29029.1684159542,71337.9328782162,69196.0445482604,442719.386663999
Seeds,1,11,47009.6772892481,24103.9437912315,26753.0948809585,531.226510944026
Juveniles,1,11,902.250021148619,530.381706471351,987.255473288294,15.0480450856683
Adults,1,11,9.86445190954029,4.80823621638944,5.38858479461905,0
ALL,1,11,47921.7917623063,24639.1337339193,27745.7389390414,546.274556029695
Seeds,2,11,106543.635973605,97767.0038895821,100037.761787204,1854.25112764033
Juveniles,2,11,9548.51806079218,9640.05627208354,9240.71944910152,182.748168581407
Adults,2,11,5460.19838001707,4794.62947552644,5004.17153884657,0
ALL,2,11,121552.352414415,112201.689637192,114282.652775152,2036.99929622174
Seeds,3,11,91211.700279678,138198.507158662,173946.076712694,397614.522361416
Juveniles,3,11,2647.40344069544,6533.25521800556,6317.71431835144,39802.2037863329
Adults,3,11,158.501401957059,107.175055801295,185.305759277879,4293.98520082851
ALL,3,11,94017.6051223305,144838.937432469,180449.096790323,441710.711348577
Seeds,1,12,4700.96772892481,2410.39437912315,2675.30948809585,60.6222426163016
Juveniles,1,12,4700.96772892481,2410.39437912315,2675.30948809585,53.1226510944026
Adults,1,12,39.5694325914284,0,14.3162920615314,0
ALL,1,12,9441.50489044105,4820.7887582463,5364.93526825323,113.744893710704
Seeds,2,12,106886.337216447,93109.1814997819,96954.7338748288,2047.43279209535
Juveniles,2,12,10654.3635973605,9776.70038895821,10003.7761787204,185.425112764033
Adults,2,12,5678.26467700031,4554.89800175012,4985.09879144136,0
ALL,2,12,123218.965490807,107440.77989049,111943.608844991,2232.85790485938
Seeds,3,12,86234.357937573,100911.542667404,128320.068815988,397891.944965288
Juveniles,3,12,9121.1700279678,13819.8507158662,17394.6076712694,39761.4522361416
Adults,3,12,205.331905074479,53.5875279006473,217.598840571409,3303.9473210792
ALL,3,12,95560.8598706153,114784.980911171,145932.275327829,440957.344522509
