"Species","mean.all","sd.all","mean.adults","sd.adults"
"Sp1",-0.403478158213093,1.52180663159248,NA,NA
"Sp2",0.0414209026725748,0.490553438966421,0.00477182081101853,0.0481171128187459
"Sp3",0.129482597549866,0.142239582089411,0.160169238051765,0.325327936471891
