"RunTime","Sp1","Sp2","Sp3","log.lambda.Sp1","log.lambda.Sp2","log.lambda.Sp3"
1,15559.9428628218,14440.0571371782,649.2,NA,NA,NA
2,15289.7060792251,14710.2939207749,665.03615385697,-0.0175200500044069,0.0185414251065882,0.0241005702398129
3,8706.63934492982,14268.5266024234,853.448400509931,-0.563093918973651,-0.0304913406806944,0.249443678182143
4,6495.9669848621,13768.4429646716,1742.44434448814,-0.292904357243433,-0.0356769428649086,0.713759118026692
5,4955.60908280276,13257.5994317136,1887.40842100188,-0.270661437372955,-0.0378083018501417,0.0799157591825258
6,4417.35871861571,12766.4627133824,2278.25152549347,-0.114978140597206,-0.0377492980981857,0.188203591694425
7,61.9287394687554,12482.255743981,1769.48061551174,-4.26731286086559,-0.0225135366131792,-0.252722208023375
8,0,12048.4714637293,2367.10797807488,-Inf,-0.0353702929170846,0.290982881644445
9,32.891209679938,11628.7593468557,2272.46621832281,Inf,-0.0354565185359171,-0.0408032660704684
10,99.2422060180837,11574.5935027922,2178.87917193295,1.10435794860772,-0.00466880306526797,-0.0420550782646286
11,9.92422060180837,11666.1510119378,1296.83558986956,-2.30258509299405,0.00787909206138329,-0.518883467829001
12,108.095766696225,12315.6983376787,943.889237423928,2.3880392681767,0.0541831633640696,-0.317673588398954
