"Species","mean.all","sd.all","mean.adults","sd.adults"
"Sp1",-0.465760824287737,1.41214448053817,NA,NA
"Sp2",0.0186443042977687,0.448717884574386,-0.014466486735758,0.0302217319004232
"Sp3",0.0992321498223364,0.105495606585297,0.034024362762147,0.335180191117432
