"ChangeStep","Species","A.Eigen","Is.Irreducible","Is.Ergodic","Max.Local.Eigen","Median.Local.Eigen","Min.Local.Eigen","Max.Seed.Export","Median.Seed.Export","Min.Seed.Export","Max.Seed.Import","Median.Seed.Import","Min.Seed.Import","Prop.Dispersing"
1,1,1.72814071263082,0,0,1.69549006834478,1.69549006834478,0.1,40.741,40.741,40.741,40.741,40.741,40.741,0.0815058812231984
1,2,1.10808609225105,0,0,1.1010337143227,1.1010337143227,0.95,1.62964,1.62964,1.62964,1.62964,1.62964,1.62964,0.0815058812231984
1,3,1.76133174750101,1,1,1.7278292812304,1.7278292812304,1.61889817504928,32.5928,32.5928,32.5928,32.5928,32.5928,32.5928,0.0815058812231984
2,1,1.64281005226926,0,0,1.63958837756905,1.51217318512809,0.1,40.741,40.741,40.741,40.741,40.741,40.741,0.0815058812231984
2,2,1.08599288280212,0,0,1.08499496348414,1.06738388903836,0.95,1.62964,1.62964,1.62964,1.62964,1.62964,1.62964,0.0815058812231984
2,3,1.6967275539993,1,1,1.68987293055832,1.58998764444038,1.58428154614752,32.5928,32.5928,32.5928,32.5928,32.5928,32.5928,0.0815058812231984
3,1,1.67450094552562,0,0,1.67376067441317,1.10544466775621,0.1,40.741,40.741,40.741,40.741,40.741,40.741,0.0815058812231984
3,2,1.09967610781911,0,0,1.09945303071188,1.02007029771871,0.95,1.62964,1.62964,1.62964,1.62964,1.62964,1.62964,0.0815058812231984
3,3,1.7139776000235,1,1,1.7102686708327,1.51753953555096,1.08834729137344,32.5928,32.5928,32.5928,32.5928,32.5928,32.5928,0.0815058812231984
4,1,1.55144566938082,0,0,1.54700073204347,1.39859418946451,0.1,40.741,40.741,40.741,40.741,40.741,40.741,0.0815058812231984
4,2,1.07424716960375,0,0,1.07313252597854,1.05030726566806,0.95,1.62964,1.62964,1.62964,1.62964,1.62964,1.62964,0.0815058812231984
4,3,1.62635707096125,1,1,1.61897424609197,1.55864274193952,1.44960922083508,32.5928,32.5928,32.5928,32.5928,32.5928,32.5928,0.0815058812231984
5,1,1.58035742742276,0,0,1.57861092303707,1.40987029687339,0.1,40.741,40.741,40.741,40.741,40.741,40.741,0.0815058812231984
5,2,1.08493025909557,0,0,1.08444632372646,1.05713143760804,0.95,1.62964,1.62964,1.62964,1.62964,1.62964,1.62964,0.0815058812231984
5,3,1.63558137068611,1,1,1.62829418700668,1.55056460611447,1.44838990743811,32.5928,32.5928,32.5928,32.5928,32.5928,32.5928,0.0815058812231984
6,1,1.45004378160302,0,0,1.44956280418069,1.10218310640642,0.1,40.741,40.741,40.741,40.741,40.741,40.741,0.0815058812231984
6,2,1.04071407456847,0,0,1.04034132996795,1.01444073097078,0.95,1.62964,1.62964,1.62964,1.62964,1.62964,1.62964,0.0815058812231984
6,3,1.49644118059648,1,1,1.49457081605201,1.36015607981045,1.10207827567087,32.5928,32.5928,32.5928,32.5928,32.5928,32.5928,0.0815058812231984
7,1,0.1,0,0,0.1,0.0637748036385811,0.0516495855201266,40.741,40.741,40.741,40.741,40.741,40.741,0.0815058812231984
7,2,1.08717905085041,0,0,1.08704010321078,1.01082860580674,0.95,1.62964,1.62964,1.62964,1.62964,1.62964,1.62964,0.0815058812231984
7,3,1.42260592824214,1,1,1.42260584651004,0.0584655545140785,0.0484698954439699,32.5928,32.5928,32.5928,32.5928,32.5928,32.5928,0.0815058812231984
8,1,0.1,0,0,0.1,0.0344548801761309,0,40.741,40.741,40.741,40.741,40.741,40.741,0.0815058812231984
8,2,1.07455156124363,0,0,1.07455156124363,0.95,0.95,1.62964,1.62964,1.62964,1.62964,1.62964,1.62964,0.0815058812231984
8,3,1.52559179085329,0,0,1.52559174805089,0.0319666962079693,0,32.5928,32.5928,32.5928,32.5928,32.5928,32.5928,0.0815058812231984
9,1,1.58308695417399,0,0,1.58299738463765,0.650438157599796,0.1,40.741,40.741,40.741,40.741,40.741,40.741,0.0815058812231984
9,2,1.08143437370955,0,0,1.08142221655553,0.975373374721031,0.95,1.62964,1.62964,1.62964,1.62964,1.62964,1.62964,0.0815058812231984
9,3,1.59947838992399,0,0,1.59917992557805,1.16618700741104,0.5,32.5928,32.5928,32.5928,32.5928,32.5928,32.5928,0.0815058812231984
10,1,1.601176097786,0,0,1.6009318434833,0.751966093987844,0.1,40.741,40.741,40.741,40.741,40.741,40.741,0.0815058812231984
10,2,1.0742393326229,0,0,1.07419883334347,0.993178746898463,0.95,1.62964,1.62964,1.62964,1.62964,1.62964,1.62964,0.0815058812231984
10,3,1.65080843377826,0,0,1.65061256602331,0.974870144703274,0.5,32.5928,32.5928,32.5928,32.5928,32.5928,32.5928,0.0815058812231984
11,1,1.61748052703904,0,0,1.6174404646043,0.563297521849295,0.1,40.741,40.741,40.741,40.741,40.741,40.741,0.0815058812231984
11,2,1.07760867669547,0,0,1.07760540150748,0.959470268368927,0.95,1.62964,1.62964,1.62964,1.62964,1.62964,1.62964,0.0815058812231984
11,3,1.64754045400884,0,0,1.64751498815004,0.768755764534516,0.5,32.5928,32.5928,32.5928,32.5928,32.5928,32.5928,0.0815058812231984
12,1,1.28507098194569,0,0,1.28448906431675,0.661259893823577,0.1,40.741,40.741,40.741,40.741,40.741,40.741,0.0815058812231984
12,2,1.02759520115435,0,0,1.02752022502798,0.982844376774594,0.95,1.62964,1.62964,1.62964,1.62964,1.62964,1.62964,0.0815058812231984
12,3,1.29212003151667,0,0,1.29167607429087,0.866547689159596,0.5,32.5928,32.5928,32.5928,32.5928,32.5928,32.5928,0.0815058812231984
