"ChangeStep","Species","Cell","Dominant.EigenValue","Per.Capita.Seeds.Exported","Per.Capita.Seeds.Imported","Prop.seeds.exported"
1,1,1,1.69549006834478,40.741,40.741,0.0815058812231984
1,1,2,1.69549006834478,40.741,40.741,0.0815058812231984
1,1,3,1.69549006834478,40.741,40.741,0.0815058812231984
1,1,4,0.1,40.741,40.741,0.0815058812231984
1,2,1,1.1010337143227,1.62964,1.62964,0.0815058812231984
1,2,2,1.1010337143227,1.62964,1.62964,0.0815058812231984
1,2,3,1.1010337143227,1.62964,1.62964,0.0815058812231984
1,2,4,0.95,1.62964,1.62964,0.0815058812231984
1,3,1,1.7278292812304,32.5928,32.5928,0.0815058812231984
1,3,2,1.7278292812304,32.5928,32.5928,0.0815058812231984
1,3,3,1.7278292812304,32.5928,32.5928,0.0815058812231984
1,3,4,1.61889817504928,32.5928,32.5928,0.0815058812231984
2,1,1,1.5094858470023,40.741,40.741,0.0815058812231984
2,1,2,1.51486052325387,40.741,40.741,0.0815058812231984
2,1,3,1.63958837756905,40.741,40.741,0.0815058812231984
2,1,4,0.1,40.741,40.741,0.0815058812231984
2,2,1,1.06695967887276,1.62964,1.62964,0.0815058812231984
2,2,2,1.06780809920395,1.62964,1.62964,0.0815058812231984
2,2,3,1.08499496348414,1.62964,1.62964,0.0815058812231984
2,2,4,0.95,1.62964,1.62964,0.0815058812231984
2,3,1,1.58773098255095,32.5928,32.5928,0.0815058812231984
2,3,2,1.59224430632982,32.5928,32.5928,0.0815058812231984
2,3,3,1.68987293055832,32.5928,32.5928,0.0815058812231984
2,3,4,1.58428154614752,32.5928,32.5928,0.0815058812231984
3,1,1,1.32661657627569,40.741,40.741,0.0815058812231984
3,1,2,0.884272759236731,40.741,40.741,0.0815058812231984
3,1,3,1.67376067441317,40.741,40.741,0.0815058812231984
3,1,4,0.1,40.741,40.741,0.0815058812231984
3,2,1,1.04426920455272,1.62964,1.62964,0.0815058812231984
3,2,2,0.995871390884699,1.62964,1.62964,0.0815058812231984
3,2,3,1.09945303071188,1.62964,1.62964,0.0815058812231984
3,2,4,0.95,1.62964,1.62964,0.0815058812231984
