"ChangeStep","Species","Cell","Dominant.EigenValue","Per.Capita.Seeds.Exported","Per.Capita.Seeds.Imported","Prop.seeds.exported"
3,3,1,1.38377739706568,32.5928,32.5928,0.0815058812231984
3,3,2,1.56015075088848,32.5928,32.5928,0.0815058812231984
3,3,3,0.895875173283191,32.5928,32.5928,0.0815058812231984
3,3,4,1.49385266355413,32.5928,32.5928,0.0815058812231984
4,1,1,0.1,40.741,40.741,0.0815058812231984
4,1,2,1.59948649994025,40.741,40.741,0.0815058812231984
4,1,3,1.23361567500617,40.741,40.741,0.0815058812231984
4,1,4,0.1,40.741,40.741,0.0815058812231984
4,2,1,0.96833974824448,1.62964,1.62964,0.0815058812231984
4,2,2,1.07531560576114,1.62964,1.62964,0.0815058812231984
4,2,3,1.00134840871388,1.62964,1.62964,0.0815058812231984
4,2,4,0.95,1.62964,1.62964,0.0815058812231984
4,3,1,0.790334839980899,32.5928,32.5928,0.0815058812231984
4,3,2,1.65740652471862,32.5928,32.5928,0.0815058812231984
4,3,3,1.28124044825377,32.5928,32.5928,0.0815058812231984
4,3,4,1.25003300569387,32.5928,32.5928,0.0815058812231984
5,1,1,0.1,40.741,40.741,0.0815058812231984
5,1,2,1.38999660439092,40.741,40.741,0.0815058812231984
5,1,3,0.992882196140302,40.741,40.741,0.0815058812231984
5,1,4,0.1,40.741,40.741,0.0815058812231984
5,2,1,0.95,1.62964,1.62964,0.0815058812231984
5,2,2,1.03505034341482,1.62964,1.62964,0.0815058812231984
5,2,3,0.972703357453435,1.62964,1.62964,0.0815058812231984
5,2,4,0.95,1.62964,1.62964,0.0815058812231984
5,3,1,0.5,32.5928,32.5928,0.0815058812231984
5,3,2,1.49454621476252,32.5928,32.5928,0.0815058812231984
5,3,3,1.07069268244145,32.5928,32.5928,0.0815058812231984
5,3,4,1.2573537662293,32.5928,32.5928,0.0815058812231984
6,1,1,0.1,40.741,40.741,0.0815058812231984
6,1,2,1.65212093234885,40.741,40.741,0.0815058812231984
6,1,3,1.20917748119728,40.741,40.741,0.0815058812231984
6,1,4,0.1,40.741,40.741,0.0815058812231984
6,2,1,0.95,1.62964,1.62964,0.0815058812231984
6,2,2,1.09555212078664,1.62964,1.62964,0.0815058812231984
6,2,3,0.998412634451838,1.62964,1.62964,0.0815058812231984
6,2,4,0.95,1.62964,1.62964,0.0815058812231984
6,3,1,0.5,32.5928,32.5928,0.0815058812231984
6,3,2,1.67722809131701,32.5928,32.5928,0.0815058812231984
6,3,3,1.22648706955653,32.5928,32.5928,0.0815058812231984
6,3,4,1.53012841848227,32.5928,32.5928,0.0815058812231984
7,1,1,0,40.741,40.741,0.0815058812231984
7,1,2,0.0479194270525091,40.741,40.741,0.0815058812231984
7,1,3,0,40.741,40.741,0.0815058812231984
7,1,4,0.1,40.741,40.741,0.0815058812231984
7,2,1,0.951029332719076,1.62964,1.62964,0.0815058812231984
7,2,2,0.99589933882109,1.62964,1.62964,0.0815058812231984
7,2,3,0.95,1.62964,1.62964,0.0815058812231984
7,2,4,0.95,1.62964,1.62964,0.0815058812231984
7,3,1,0,32.5928,32.5928,0.0815058812231984
7,3,2,0.0476153263994669,32.5928,32.5928,0.0815058812231984
7,3,3,0,32.5928,32.5928,0.0815058812231984
7,3,4,1.3782058569654,32.5928,32.5928,0.0815058812231984
8,1,1,0.0712992210383737,40.741,40.741,0.0815058812231984
8,1,2,0.0632623022683909,40.741,40.741,0.0815058812231984
8,1,3,0.0335194334436693,40.741,40.741,0.0815058812231984
8,1,4,0.1,40.741,40.741,0.0815058812231984
8,2,1,1.08199868059326,1.62964,1.62964,0.0815058812231984
8,2,2,1.05421177403919,1.62964,1.62964,0.0815058812231984
8,2,3,0.95,1.62964,1.62964,0.0815058812231984
8,2,4,0.95,1.62964,1.62964,0.0815058812231984
8,3,1,0.0669265087952688,32.5928,32.5928,0.0815058812231984
8,3,2,0.0601282339642937,32.5928,32.5928,0.0815058812231984
8,3,3,0.019568701061128,32.5928,32.5928,0.0815058812231984
8,3,4,1.53355053100439,32.5928,32.5928,0.0815058812231984
9,1,1,0.655980777966165,40.741,40.741,0.0815058812231984
9,1,2,0.1,40.741,40.741,0.0815058812231984
9,1,3,0.868191315710694,40.741,40.741,0.0815058812231984
9,1,4,0.1,40.741,40.741,0.0815058812231984
9,2,1,0.982308718304342,1.62964,1.62964,0.0815058812231984
9,2,2,0.95,1.62964,1.62964,0.0815058812231984
9,2,3,0.951657712358253,1.62964,1.62964,0.0815058812231984
9,2,4,0.95,1.62964,1.62964,0.0815058812231984
9,3,1,0.945926720416721,32.5928,32.5928,0.0815058812231984
9,3,2,0.5,32.5928,32.5928,0.0815058812231984
9,3,3,0.844212074217046,32.5928,32.5928,0.0815058812231984
9,3,4,1.59153450597719,32.5928,32.5928,0.0815058812231984
10,1,1,0.1,40.741,40.741,0.0815058812231984
10,1,2,0.1,40.741,40.741,0.0815058812231984
10,1,3,1.29161960985782,40.741,40.741,0.0815058812231984
10,1,4,0.1,40.741,40.741,0.0815058812231984
10,2,1,0.95,1.62964,1.62964,0.0815058812231984
10,2,2,0.95,1.62964,1.62964,0.0815058812231984
10,2,3,1.02861935847444,1.62964,1.62964,0.0815058812231984
10,2,4,0.95,1.62964,1.62964,0.0815058812231984
10,3,1,0.5,32.5928,32.5928,0.0815058812231984
10,3,2,0.5,32.5928,32.5928,0.0815058812231984
10,3,3,1.29892188259477,32.5928,32.5928,0.0815058812231984
10,3,4,1.29094557537624,32.5928,32.5928,0.0815058812231984
11,1,1,0.1,40.741,40.741,0.0815058812231984
11,1,2,0.1,40.741,40.741,0.0815058812231984
11,1,3,0.1,40.741,40.741,0.0815058812231984
11,1,4,0.1,40.741,40.741,0.0815058812231984
11,2,1,0.95,1.62964,1.62964,0.0815058812231984
11,2,2,0.95,1.62964,1.62964,0.0815058812231984
11,2,3,0.95,1.62964,1.62964,0.0815058812231984
11,2,4,0.95,1.62964,1.62964,0.0815058812231984
11,3,1,0.5,32.5928,32.5928,0.0815058812231984
11,3,2,0.5,32.5928,32.5928,0.0815058812231984
11,3,3,0.5,32.5928,32.5928,0.0815058812231984
11,3,4,0.5,32.5928,32.5928,0.0815058812231984
12,1,1,1.4367328731764,40.741,40.741,0.0815058812231984
12,1,2,0.1,40.741,40.741,0.0815058812231984
12,1,3,1.46622301652681,40.741,40.741,0.0815058812231984
12,1,4,0.1,40.741,40.741,0.0815058812231984
12,2,1,1.06083549211453,1.62964,1.62964,0.0815058812231984
12,2,2,0.95,1.62964,1.62964,0.0815058812231984
12,2,3,1.04473571499658,1.62964,1.62964,0.0815058812231984
12,2,4,0.95,1.62964,1.62964,0.0815058812231984
12,3,1,1.51494408520115,32.5928,32.5928,0.0815058812231984
12,3,2,0.5,32.5928,32.5928,0.0815058812231984
12,3,3,1.48833883232659,32.5928,32.5928,0.0815058812231984
12,3,4,0.5,32.5928,32.5928,0.0815058812231984
