"ChangeStep","Species","Cell","Dominant.EigenValue","Per.Capita.Seeds.Exported","Per.Capita.Seeds.Imported","Prop.seeds.exported"
1,1,1,1.69549006834478,40.741,40.741,0.0815058812231984
1,1,2,1.69549006834478,40.741,40.741,0.0815058812231984
1,1,3,1.69549006834478,40.741,40.741,0.0815058812231984
1,1,4,0.1,40.741,40.741,0.0815058812231984
1,2,1,1.1010337143227,1.62964,1.62964,0.0815058812231984
1,2,2,1.1010337143227,1.62964,1.62964,0.0815058812231984
1,2,3,1.1010337143227,1.62964,1.62964,0.0815058812231984
1,2,4,0.95,1.62964,1.62964,0.0815058812231984
1,3,1,1.7278292812304,32.5928,32.5928,0.0815058812231984
1,3,2,1.7278292812304,32.5928,32.5928,0.0815058812231984
1,3,3,1.7278292812304,32.5928,32.5928,0.0815058812231984
1,3,4,1.61889817504928,32.5928,32.5928,0.0815058812231984
2,1,1,1.42956861124517,40.741,40.741,0.0815058812231984
2,1,2,1.41492682497224,40.741,40.741,0.0815058812231984
2,1,3,1.42656930132979,40.741,40.741,0.0815058812231984
2,1,4,0.1,40.741,40.741,0.0815058812231984
2,2,1,1.04762660649036,1.62964,1.62964,0.0815058812231984
2,2,2,1.0455519781461,1.62964,1.62964,0.0815058812231984
2,2,3,1.04720128912835,1.62964,1.62964,0.0815058812231984
2,2,4,0.95,1.62964,1.62964,0.0815058812231984
2,3,1,1.52489339706992,32.5928,32.5928,0.0815058812231984
2,3,2,1.51252662354155,32.5928,32.5928,0.0815058812231984
2,3,3,1.52236316991358,32.5928,32.5928,0.0815058812231984
2,3,4,1.46699294855441,32.5928,32.5928,0.0815058812231984
3,1,1,1.0807727606054,40.741,40.741,0.0815058812231984
3,1,2,1.11521831049117,40.741,40.741,0.0815058812231984
3,1,3,1.11798335320346,40.741,40.741,0.0815058812231984
3,1,4,0.1,40.741,40.741,0.0815058812231984
3,2,1,1.00927579888675,1.62964,1.62964,0.0815058812231984
3,2,2,1.01290397473422,1.62964,1.62964,0.0815058812231984
3,2,3,1.01299200377043,1.62964,1.62964,0.0815058812231984
3,2,4,0.95,1.62964,1.62964,0.0815058812231984
