"ChangeStep","Species","A.Eigen","Is.Irreducible","Is.Ergodic","Max.Local.Eigen","Median.Local.Eigen","Min.Local.Eigen","Max.Seed.Export","Median.Seed.Export","Min.Seed.Export","Max.Seed.Import","Median.Seed.Import","Min.Seed.Import","Prop.Dispersing"
8,3,1.57165892983598,1,1,1.57165887744564,0.053752278760283,0.0488774225647173,32.5928,32.5928,32.5928,32.5928,32.5928,32.5928,0.0815058812231984
9,1,1.63590051857036,0,0,1.63474449024376,1.37993439934069,0.1,40.741,40.741,40.741,40.741,40.741,40.741,0.0815058812231984
9,2,1.0837373520842,0,0,1.08331726415594,1.05211823418254,0.95,1.62964,1.62964,1.62964,1.62964,1.62964,1.62964,0.0815058812231984
9,3,1.66178721560913,1,1,1.65730726720003,1.5256296366388,1.44639522299951,32.5928,32.5928,32.5928,32.5928,32.5928,32.5928,0.0815058812231984
10,1,1.57192813207878,0,0,1.56900302813573,1.36264792984656,0.1,40.741,40.741,40.741,40.741,40.741,40.741,0.0815058812231984
10,2,1.08139267309088,0,0,1.08076391718046,1.03442248472637,0.95,1.62964,1.62964,1.62964,1.62964,1.62964,1.62964,0.0815058812231984
10,3,1.63512856442169,1,1,1.63170101528074,1.51454309672944,1.32722414887242,32.5928,32.5928,32.5928,32.5928,32.5928,32.5928,0.0815058812231984
11,1,1.12221913666706,0,0,1.12202168085391,0.619055473780925,0.1,40.741,40.741,40.741,40.741,40.741,40.741,0.0815058812231984
11,2,1.00697404849571,0,0,1.00694191417697,0.95966257144755,0.95,1.62964,1.62964,1.62964,1.62964,1.62964,1.62964,0.0815058812231984
11,3,1.38708652081615,1,1,1.38671500173913,1.06436920165218,0.692528143361085,32.5928,32.5928,32.5928,32.5928,32.5928,32.5928,0.0815058812231984
12,1,1.28668124619972,0,0,1.28640467373339,0.498372704382625,0.1,40.741,40.741,40.741,40.741,40.741,40.741,0.0815058812231984
12,2,1.03780552880425,0,0,1.03770843148939,0.973139240538576,0.95,1.62964,1.62964,1.62964,1.62964,1.62964,1.62964,0.0815058812231984
12,3,1.39722955267262,0,0,1.39668724207756,1.15945681749342,0.5,32.5928,32.5928,32.5928,32.5928,32.5928,32.5928,0.0815058812231984
