"Species","mean.all","sd.all","mean.adults","sd.adults"
"Sp1",-0.322044619924903,1.4969383693444,-0.303749296150677,2.75481883659306
"Sp2",0.0285427692700386,0.575817086087885,0.0206904546065296,0.0625745631218109
"Sp3",0.178601461353106,0.170508928201308,0.241349896053903,0.253883460694905
