LifeStage,Species,TimeStep,Cell1,Cell2,Cell3,Cell4
Seeds,2,8,88160.8758791421,82709.7104837265,77233.4924021096,2558.02182987724
Juveniles,2,8,1842.98737294111,2164.7356510094,3208.16602737214,218.122238397301
Adults,2,8,4371.38987673421,4162.92332265778,3798.49397659605,0
ALL,2,8,94375.2531288175,89037.3694573937,84240.1524060778,2776.14406827455
Seeds,3,8,16181.7522415403,39262.405706401,38668.7282865472,397197.872576071
Juveniles,3,8,5.62820443762922,15.2309974633657,20.6269665894756,36524.5725822816
Adults,3,8,0,0,0,2440.83047414693
ALL,3,8,16187.3804459779,39277.6367038644,38689.3552531367,436163.275632499
Seeds,1,9,0,0,0,0
Juveniles,1,9,1747.36115870998,1118.64058825262,79.3793204559316,24.410559405223
Adults,1,9,30.039044270744,25.7311805859758,0,0
ALL,1,9,1777.40020298072,1144.3717688386,79.3793204559316,24.410559405223
Seeds,2,9,85648.2437045991,80441.3386048548,73895.8268698033,2922.61286652625
Juveniles,2,9,8816.08758791421,8270.97104837265,7723.34924021096,255.802182987724
Adults,2,9,4289.14208473767,4092.05704625409,3608.56927776624,0
ALL,2,9,98753.473377251,92804.3666994815,85227.7453877805,3178.41504951397
Seeds,3,9,13678.4139771194,33188.4601230707,32686.625377586,397077.387133474
Juveniles,3,9,1618.17522415403,3926.2405706401,3866.87282865472,39719.7872576071
Adults,3,9,0,1.09248056040732,0,3666.75266052218
ALL,3,9,15296.5892012734,37115.7931742712,36553.4982062408,440463.927051603
Seeds,1,10,14222.0278101709,12316.3452283489,690.805535952461,191.387768484734
Juveniles,1,10,0,0,0,0
Adults,1,10,51.4809846731279,29.0065193051917,0,0
ALL,1,10,14273.508794844,12345.3517476541,690.805535952461,191.387768484734
Seeds,2,10,83961.231281378,79031.6264946619,70332.1810236283,1890.96013832767
Juveniles,2,10,8564.82437045991,8044.13386048548,7389.58268698033,292.261286652625
Adults,2,10,4250.94977106914,4019.2946912067,3428.14081387793,0
ALL,2,10,96777.0054229071,91095.0550463541,81149.9045244866,2183.2214249803
Seeds,3,10,20563.111972239,50258.8264606842,49109.8071897093,397917.652093188
Juveniles,3,10,1367.84139771194,3318.84601230707,3268.6625377586,39707.7387133474
Adults,3,10,56.9491563812813,114.495505185334,0,2151.26617676946
ALL,3,10,21987.9025263323,53692.1679781766,52378.4697274679,439776.656983304
Seeds,1,11,24121.1182056507,14179.0215374406,1078.18722372969,427.304335792384
Juveniles,1,11,1422.20278101709,1231.63452283489,69.0805535952461,19.1387768484734
Adults,1,11,5.14809846731279,2.90065193051917,0,0
ALL,1,11,25548.4690851351,15413.5567122061,1147.26777732493,446.443112640858
Seeds,2,11,83088.4622238605,77619.2533604264,66972.3490602965,3113.09606759934
Juveniles,2,11,8396.1231281378,7903.1626494662,7033.21810236284,189.096013832767
Adults,2,11,4766.69730820392,4478.64465215234,3256.73377318404,0
ALL,2,11,96251.2826602022,90001.060662045,77262.3009358433,3302.19208143211
Seeds,3,11,34505.8293091368,72066.8908808867,30224.8780130321,396459.599596608
Juveniles,3,11,2056.3111972239,5025.88264606842,4910.98071897093,39791.7652093188
Adults,3,11,135.782902316716,320.582598076575,0,1371.12215275845
ALL,3,11,36697.9234086774,77413.3561250317,35135.858732003,437622.486958686
Seeds,1,12,2412.11182056507,1417.90215374406,107.818722372969,66.2545667203184
Juveniles,1,12,2412.11182056507,1417.90215374406,107.818722372969,42.7304335792384
Adults,1,12,44.8988084955986,32.5484143308535,0,0
ALL,1,12,4869.12244962573,2868.35272181898,215.637444745937,108.985000299557
Seeds,2,12,92750.946625736,86352.291701325,64303.8904411268,5092.40040437884
Juveniles,2,12,8308.84622238605,7761.92533604264,6697.23490602965,311.309606759934
Adults,2,12,4769.88245583066,4404.48693431385,3093.89708452483,0
ALL,2,12,105829.675303953,98518.7039716815,74095.0224316813,5403.71001113878
Seeds,3,12,61848.5846563673,138208.554897697,22004.331579882,394841.345028901
Juveniles,3,12,3450.58293091368,7206.68908808867,3022.48780130321,39645.9599596608
Adults,3,12,144.941019655573,300.669962976856,0,2127.56706532218
ALL,3,12,65444.1086069366,145715.913948762,25026.8193811852,436614.872053884
