"Species","mean.all","sd.all","mean.adults","sd.adults"
"Sp1",-0.484889302921358,1.52844816528665,NA,NA
"Sp2",0.0237269206114874,0.517572061930125,-0.0148172839265053,0.0294218061381583
"Sp3",0.11405537822073,0.10868307818026,0.125196015711856,0.36862082322544
